,view_rate,date,start time,finish time
비켜라 운명아,20.5,20190311,저녁8:30, 9:00
KBS 뉴스 9,13.4,20190311,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,13.3,20190311,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
눈이 부시게,9.438,20190311,"매주 월, 화 밤 9:30",에러
인간극장,9.3,20190311,아침7:50, 8:25
우리말 겨루기,9.1,20190311,저녁7:40, 8:25
아침마당,8.5,20190311,8시25분, 오전 9시 30분
나의 독립 영웅,8.5,20190311,,에러
KBS 뉴스 7,8.3,20190311,저녁7시, 7시 40분
용왕님 보우하사,8.1,20190311,저녁7:10, 7:55 [1회
비켜라 운명아,20.1,20190312,저녁8:30, 9:00
왼손잡이 아내,13.6,20190312,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.1,20190312,밤9시, 10시매주 주말 밤 9시 
인간극장,9.5,20190312,아침7:50, 8:25
눈이 부시게,9.5,20190312,"매주 월, 화 밤 9:30",에러
용왕님 보우하사,9.5,20190312,저녁7:10, 7:55 [1회
본격연예 한밤,8.6,20190312,밤8:55, 9:55
SBS 8 뉴스,8.4,20190312,매주월요일, 목요일 밤 7:50 
불타는 청춘 (텔레비전 프로그램),8.149999999999999,20190312,밤10:40, 12:00
나의 독립 영웅,8.0,20190312,,에러
비켜라 운명아,19.5,20190313,저녁8:30, 9:00
왜그래 풍상씨,18.8,20190313,밤10:00, 11:10
왼손잡이 아내,13.5,20190313,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.8,20190313,밤9시, 10시매주 주말 밤 9시 
아침마당,10.7,20190313,8시25분, 오전 9시 30분
인간극장,10.7,20190313,아침7:50, 8:25
용왕님 보우하사,8.8,20190313,저녁7:10, 7:55 [1회
KBS 뉴스 7,8.5,20190313,저녁7시, 7시 40분
살림하는 남자들,8.5,20190313,밤9:15, 10:30
백종원의 골목식당,7.85,20190313,밤10:35,
비켜라 운명아,20.3,20190314,저녁8:30, 9:00
왜그래 풍상씨,16.366666666666667,20190314,밤10:00, 11:10
왼손잡이 아내,13.5,20190314,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.1,20190314,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,9.4,20190314,,에러
인간극장,9.2,20190314,아침7:50, 8:25
순간포착 세상에 이런일이,9.1,20190314,밤8:55, 9:40
아침마당,8.5,20190314,8시25분, 오전 9시 30분
KBS 뉴스 7,8.4,20190314,저녁7시, 7시 40분
내일은 미스트롯,7.849,20190314,,에러
비켜라 운명아,19.6,20190315,저녁8:30, 9:00
열혈사제,18.45,20190315,밤10:00, 11:10
왼손잡이 아내,13.6,20190315,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.0,20190315,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,12.8,20190315,밤11:10, 12:50
궁금한 이야기 Y,10.1,20190315,저녁8:55, 9:55
TV는 사랑을 싣고,9.0,20190315,오전10:40, 11:50
인간극장,9.0,20190315,아침7:50, 8:25
6시 내고향,8.7,20190315,저녁6시, 7시
아침마당,8.6,20190315,8시25분, 오전 9시 30분
하나뿐인 내편,29.5,20190316,,에러
열혈사제,18.0,20190316,밤10:00, 11:10
정글의 법칙,11.35,20190316,밤9:00, 10:00
전지적 참견 시점,10.0,20190316,밤11:10, 12:50
불후의 명곡,9.9,20190316,매주 일요일 오후 5시 30분,에러
슬플 때 사랑한다,9.475,20190316,밤9:05, 11:05
노래가 좋아,8.7,20190316,저녁8:30, 9:25
KBS 뉴스 9,8.6,20190316,밤9시, 10시매주 주말 밤 9시 
걸어서 세계속으로,8.3,20190316,아침9:40, 10:30
KBS 930 뉴스,7.9,20190316,9시30분, 10시  매주 토요일 오전 9시 30분 
하나뿐인 내편,27.275000000000002,20190317,,에러
미운 우리 새끼,22.65,20190317,밤9:05, 11:05
해피선데이,12.1,20190317,오후5시, 7시 50분
전국노래자랑,10.4,20190317,일요일낮, 1:20
TV 동물농장,10.3,20190317,일요일오전, 10:50
집사부일체,9.65,20190317,저녁6:25, 7:55
KBS 뉴스 9,9.3,20190317,밤9시, 10시매주 주말 밤 9시 
KBS 뉴스 12,8.7,20190317,낮12시, 오후 1시
런닝맨 (텔레비전 프로그램),8.5,20190317,오후5:00, 6:25
미스터리 음악쇼 복면가왕,8.4,20190317,저녁6:15, 7:55
비켜라 운명아,20.0,20190318,저녁8:30, 9:00
왼손잡이 아내,13.0,20190318,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.5,20190318,밤9시, 10시매주 주말 밤 9시 
눈이 부시게,10.669,20190318,"매주 월, 화 밤 9:30",에러
인간극장,9.7,20190318,아침7:50, 8:25
가요무대,9.5,20190318,밤10:00, 10:50
우리말 겨루기,8.3,20190318,저녁7:40, 8:25
KBS 뉴스 7,8.2,20190318,저녁7시, 7시 40분
나의 독립 영웅,8.1,20190318,,에러
아침마당,8.1,20190318,8시25분, 오전 9시 30분
비켜라 운명아,20.0,20190319,저녁8:30, 9:00
왼손잡이 아내,14.0,20190319,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.4,20190319,밤9시, 10시매주 주말 밤 9시 
눈이 부시게,12.083,20190319,"매주 월, 화 밤 9:30",에러
인간극장,9.9,20190319,아침7:50, 8:25
아침마당,7.8,20190319,8시25분, 오전 9시 30분
불타는 청춘 (텔레비전 프로그램),7.6,20190319,밤10:40, 12:00
본격연예 한밤,7.2,20190319,밤8:55, 9:55
KBS 뉴스 7,7.0,20190319,저녁7시, 7시 40분
나의 독립 영웅,7.0,20190319,,에러
비켜라 운명아,19.4,20190320,저녁8:30, 9:00
왼손잡이 아내,13.3,20190320,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.1,20190320,밤9시, 10시매주 주말 밤 9시 
살림하는 남자들,10.3,20190320,밤9:15, 10:30
인간극장,9.8,20190320,아침7:50, 8:25
닥터 프리즈너,9.399999999999999,20190320,밤10시, 11시 10분
아침마당,8.6,20190320,8시25분, 오전 9시 30분
백종원의 골목식당,7.949999999999999,20190320,밤10:35,
나의 독립 영웅,7.4,20190320,,에러
6시 내고향,7.2,20190320,저녁6시, 7시
비켜라 운명아,20.1,20190321,저녁8:30, 9:00
닥터 프리즈너,13.9,20190321,밤10시, 11시 10분
왼손잡이 아내,13.3,20190321,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.8,20190321,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,10.9,20190321,밤8:55, 9:40
인간극장,9.6,20190321,아침7:50, 8:25
한국인의 밥상,8.4,20190321,,에러
내일은 미스트롯,8.25,20190321,,에러
KBS 뉴스 7,7.9,20190321,저녁7시, 7시 40분
나의 독립 영웅,7.5,20190321,,에러
비켜라 운명아,18.3,20190322,저녁8:30, 9:00
열혈사제,17.75,20190322,밤10:00, 11:10
나 혼자 산다,13.149999999999999,20190322,밤11:10, 12:50
대한민국 축구 국가대표팀,12.0,20190322,,에러
TV는 사랑을 싣고,11.6,20190322,오전10:40, 11:50
궁금한 이야기 Y,10.2,20190322,저녁8:55, 9:55
인간극장,9.8,20190322,아침7:50, 8:25
KBS 뉴스 9,9.8,20190322,밤9시, 10시매주 주말 밤 9시 
아침마당,8.3,20190322,8시25분, 오전 9시 30분
KBS 뉴스 7,7.2,20190322,저녁7시, 7시 40분
세상에서 제일 예쁜 내 딸,23.1,20190323,,에러
열혈사제,18.15,20190323,밤10:00, 11:10
그것이 알고싶다,12.8,20190323,밤11:00, 12:30
정글의 법칙,11.75,20190323,밤9:00, 10:00
슬플 때 사랑한다,9.625,20190323,밤9:05, 11:05
KBS 뉴스 9,9.3,20190323,밤9시, 10시매주 주말 밤 9시 
전지적 참견 시점,8.85,20190323,밤11:10, 12:50
불후의 명곡,8.6,20190323,매주 일요일 오후 5시 30분,에러
시니어토크쇼 황금연못,8.6,20190323,,에러
선을 넘는 녀석들,8.3,20190323,밤9:50, 11:10
세상에서 제일 예쁜 내 딸,24.35,20190324,,에러
미운 우리 새끼,20.85,20190324,밤9:05, 11:05
해피선데이,12.4,20190324,오후5시, 7시 50분
KBS 뉴스 9,10.9,20190324,밤9시, 10시매주 주말 밤 9시 
TV 동물농장,10.6,20190324,일요일오전, 10:50
전국노래자랑,9.5,20190324,일요일낮, 1:20
KBS 뉴스 12,9.1,20190324,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,9.0,20190324,저녁6:15, 7:55
집사부일체,8.649999999999999,20190324,저녁6:25, 7:55
런닝맨 (텔레비전 프로그램),7.4,20190324,오후5:00, 6:25
비켜라 운명아,19.5,20190325,저녁8:30, 9:00
왼손잡이 아내,14.1,20190325,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.2,20190325,밤9시, 10시매주 주말 밤 9시 
인간극장,9.8,20190325,아침7:50, 8:25
나의 독립 영웅,9.6,20190325,,에러
가요무대,8.9,20190325,밤10:00, 10:50
우리말 겨루기,8.3,20190325,저녁7:40, 8:25
생활의 달인,7.8,20190325,밤8:55, 9:40
KBS 뉴스 7,7.7,20190325,저녁7시, 7시 40분
동네변호사 조들호 2: 죄와 벌,7.15,20190325,밤10:00, 11:10
비켜라 운명아,17.0,20190326,저녁8:30, 9:00
대한민국 축구 국가대표팀,14.8,20190326,,에러
왼손잡이 아내,11.9,20190326,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,10.1,20190326,아침7:50, 8:25
동네변호사 조들호 2: 죄와 벌,8.35,20190326,밤10:00, 11:10
KBS 뉴스 9,8.2,20190326,밤9시, 10시매주 주말 밤 9시 
본격연예 한밤,8.2,20190326,밤8:55, 9:55
불타는 청춘 (텔레비전 프로그램),7.9,20190326,밤10:40, 12:00
해치 (드라마),7.7,20190326,10:00, 11:10
아침마당,7.1,20190326,8시25분, 오전 9시 30분
비켜라 운명아,19.5,20190327,저녁8:30, 9:00
왼손잡이 아내,13.9,20190327,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
닥터 프리즈너,13.2,20190327,밤10시, 11시 10분
KBS 뉴스 9,11.3,20190327,밤9시, 10시매주 주말 밤 9시 
인간극장,8.8,20190327,아침7:50, 8:25
아침마당,8.8,20190327,8시25분, 오전 9시 30분
살림하는 남자들,8.4,20190327,밤9:15, 10:30
용왕님 보우하사,7.6,20190327,저녁7:10, 7:55 [1회
백종원의 골목식당,7.55,20190327,밤10:35,
강남 스캔들,6.4,20190327,,에러
비켜라 운명아,19.8,20190328,저녁8:30, 9:00
닥터 프리즈너,14.8,20190328,밤10시, 11시 10분
왼손잡이 아내,14.3,20190328,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.9,20190328,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,10.2,20190328,밤8:55, 9:40
인간극장,10.0,20190328,아침7:50, 8:25
내일은 미스트롯,8.526,20190328,,에러
아침마당,8.2,20190328,8시25분, 오전 9시 30분
한국인의 밥상,7.9,20190328,,에러
나의 독립 영웅,7.5,20190328,,에러
열혈사제,19.15,20190329,밤10:00, 11:10
비켜라 운명아,18.3,20190329,저녁8:30, 9:00
나 혼자 산다,13.3,20190329,밤11:10, 12:50
왼손잡이 아내,12.6,20190329,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.1,20190329,밤9시, 10시매주 주말 밤 9시 
인간극장,10.0,20190329,아침7:50, 8:25
궁금한 이야기 Y,9.6,20190329,저녁8:55, 9:55
아침마당,7.4,20190329,8시25분, 오전 9시 30분
강남 스캔들,6.8,20190329,,에러
KBS 뉴스광장,6.4,20190329,매주월요일, 토요일 아침 6시 
세상에서 제일 예쁜 내 딸,23.200000000000003,20190330,,에러
열혈사제,14.366666666666667,20190330,밤10:00, 11:10
정글의 법칙,11.9,20190330,밤9:00, 10:00
전지적 참견 시점,10.15,20190330,밤11:10, 12:50
KBS 뉴스 9,9.6,20190330,밤9시, 10시매주 주말 밤 9시 
그것이 알고싶다,9.3,20190330,밤11:00, 12:30
슬플 때 사랑한다,8.25,20190330,밤9:05, 11:05
시니어토크쇼 황금연못,8.1,20190330,,에러
불후의 명곡,7.55,20190330,매주 일요일 오후 5시 30분,에러
김영철의 동네 한 바퀴,7.5,20190330,저녁7:10, 8:00
세상에서 제일 예쁜 내 딸,25.15,20190331,,에러
미운 우리 새끼,22.5,20190331,밤9:05, 11:05
해피선데이,12.6,20190331,오후5시, 7시 50분
TV 동물농장,11.0,20190331,일요일오전, 10:50
전국노래자랑,10.9,20190331,일요일낮, 1:20
KBS 뉴스 9,10.8,20190331,밤9시, 10시매주 주말 밤 9시 
KBS 뉴스 12,10.4,20190331,낮12시, 오후 1시
집사부일체,9.5,20190331,저녁6:25, 7:55
미스터리 음악쇼 복면가왕,8.6,20190331,저녁6:15, 7:55
SBS 8 뉴스,8.0,20190331,매주월요일, 목요일 밤 7:50 
