,view_rate,date,start time,finish time
사장님 귀는 당나귀 귀,7.9,20190205,오후5:00, 6:30
SBS 8 뉴스,7.9,20190205,매주월요일, 목요일 밤 7:50 
KBS 뉴스광장,7.7,20190205,매주월요일, 토요일 아침 6시 
불타는 청춘 (텔레비전 프로그램),7.5,20190205,밤10:40, 12:00
한국인의 밥상,7.4,20190205,,에러
설날특선영화,7.231,20190205,에러,에러
6시 내고향,7.2,20190205,저녁6시, 7시
비켜라 운명아,19.0,20190206,저녁8:30, 9:00
KBS 뉴스 9,12.6,20190206,밤9시, 10시매주 주말 밤 9시 
설날특선영화,12.3,20190206,에러,에러
KBS 뉴스광장,10.9,20190206,매주월요일, 토요일 아침 6시 
살림하는 남자들,10.5,20190206,밤9:15, 10:30
아침마당,10.4,20190206,8시25분, 오전 9시 30분
6시 내고향,10.2,20190206,저녁6시, 7시
왼손잡이 아내,9.9,20190206,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
비상소집,9.7,20190206,에러,에러
한국인의 밥상,9.7,20190206,,에러
비켜라 운명아,19.8,20190207,저녁8:30, 9:00
황후의 품격,13.95,20190207,밤10:00, 11:10
왼손잡이 아내,12.6,20190207,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
왜그래 풍상씨,12.55,20190207,밤10:00, 11:10
순간포착 세상에 이런일이,12.0,20190207,밤8:55, 9:40
KBS 뉴스 9,11.8,20190207,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,10.6,20190207,,에러
KBS 뉴스 7,9.4,20190207,저녁7시, 7시 40분
6시 내고향,9.1,20190207,저녁6시, 7시
용왕님 보우하사,8.2,20190207,저녁7:10, 7:55 [1회
비켜라 운명아,18.4,20190208,저녁8:30, 9:00
나 혼자 산다,14.75,20190208,밤11:10, 12:50
정글의 법칙,13.45,20190208,밤9:00, 10:00
KBS 뉴스 9,13.3,20190208,밤9시, 10시매주 주말 밤 9시 
궁금한 이야기 Y,11.5,20190208,저녁8:55, 9:55
왼손잡이 아내,10.7,20190208,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
TV는 사랑을 싣고,9.1,20190208,오전10:40, 11:50
KBS 뉴스 7,8.8,20190208,저녁7시, 7시 40분
6시 내고향,8.8,20190208,저녁6시, 7시
인간극장,8.4,20190208,아침7:50, 8:25
하나뿐인 내편,33.65,20190209,,에러
신과의 약속,14.5,20190209,밤9:05, 11:05
전지적 참견 시점,11.8,20190209,밤11:10, 12:50
아는 형님,10.551,20190209,밤9:00, 10:40
KBS 뉴스 9,9.5,20190209,밤9시, 10시매주 주말 밤 9시 
불후의 명곡,9.4,20190209,매주 일요일 오후 5시 30분,에러
걸어서 세계속으로,9.0,20190209,아침9:40, 10:30
시니어토크쇼 황금연못,8.8,20190209,,에러
노래가 좋아,8.5,20190209,저녁8:30, 9:25
김영철의 동네 한 바퀴,8.4,20190209,저녁7:10, 8:00
하나뿐인 내편,35.3,20190210,,에러
미운 우리 새끼,20.7,20190210,밤9:05, 11:05
내사랑 치유기,13.2,20190210,밤9:05, 11:05
해피선데이,12.5,20190210,오후5시, 7시 50분
전국노래자랑,11.6,20190210,일요일낮, 1:20
TV 동물농장,10.9,20190210,일요일오전, 10:50
KBS 뉴스 12,10.0,20190210,낮12시, 오후 1시
집사부일체,9.95,20190210,저녁6:25, 7:55
미스터리 음악쇼 복면가왕,9.8,20190210,저녁6:15, 7:55
KBS 뉴스 9,8.7,20190210,밤9시, 10시매주 주말 밤 9시 
비켜라 운명아,18.9,20190211,저녁8:30, 9:00
왼손잡이 아내,13.0,20190211,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.0,20190211,밤9시, 10시매주 주말 밤 9시 
나의 독립 영웅,10.3,20190211,,에러
인간극장,10.1,20190211,아침7:50, 8:25
6시 내고향,9.2,20190211,저녁6시, 7시
아침마당,9.1,20190211,8시25분, 오전 9시 30분
왕이 된 남자,8.983,20190211,,에러
가요무대,8.9,20190211,밤10:00, 10:50
우리말 겨루기,8.8,20190211,저녁7:40, 8:25
비켜라 운명아,19.0,20190212,저녁8:30, 9:00
왼손잡이 아내,13.1,20190212,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.5,20190212,밤9시, 10시매주 주말 밤 9시 
인간극장,10.9,20190212,아침7:50, 8:25
KBS 뉴스 7,8.6,20190212,저녁7시, 7시 40분
휴먼다큐 사람이 좋다,8.3,20190212,오전8:05, 9:00
6시 내고향,7.8,20190212,저녁6시, 7시
아침마당,7.5,20190212,8시25분, 오전 9시 30분
용왕님 보우하사,7.4,20190212,저녁7:10, 7:55 [1회
해치 (드라마),7.4,20190212,10:00, 11:10
비켜라 운명아,18.2,20190213,저녁8:30, 9:00
황후의 품격,12.6,20190213,밤10:00, 11:10
KBS 뉴스 9,12.0,20190213,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.2,20190213,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
아침마당,10.7,20190213,8시25분, 오전 9시 30분
왜그래 풍상씨,9.9,20190213,밤10:00, 11:10
인간극장,9.8,20190213,아침7:50, 8:25
백종원의 골목식당,8.8,20190213,밤10:35,
KBS 뉴스 7,7.9,20190213,저녁7시, 7시 40분
6시 내고향,7.6,20190213,저녁6시, 7시
비켜라 운명아,20.5,20190214,저녁8:30, 9:00
황후의 품격,13.55,20190214,밤10:00, 11:10
한국인의 밥상,12.1,20190214,,에러
왼손잡이 아내,11.9,20190214,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.7,20190214,밤9시, 10시매주 주말 밤 9시 
왜그래 풍상씨,11.6,20190214,밤10:00, 11:10
순간포착 세상에 이런일이,10.2,20190214,밤8:55, 9:40
인간극장,10.0,20190214,아침7:50, 8:25
KBS 뉴스 7,9.8,20190214,저녁7시, 7시 40분
6시 내고향,9.7,20190214,저녁6시, 7시
비켜라 운명아,20.0,20190215,저녁8:30, 9:00
나 혼자 산다,14.149999999999999,20190215,밤11:10, 12:50
열혈사제,13.6,20190215,밤10:00, 11:10
KBS 뉴스 9,12.7,20190215,밤9시, 10시매주 주말 밤 9시 
궁금한 이야기 Y,12.6,20190215,저녁8:55, 9:55
왼손잡이 아내,11.6,20190215,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
TV는 사랑을 싣고,10.5,20190215,오전10:40, 11:50
인간극장,10.1,20190215,아침7:50, 8:25
아침마당,8.9,20190215,8시25분, 오전 9시 30분
용왕님 보우하사,8.3,20190215,저녁7:10, 7:55 [1회
하나뿐인 내편,33.25,20190216,,에러
신과의 약속,16.474999999999998,20190216,밤9:05, 11:05
전지적 참견 시점,13.9,20190216,밤11:10, 12:50
열혈사제,11.05,20190216,밤10:00, 11:10
정글의 법칙,10.6,20190216,밤9:00, 10:00
불후의 명곡,9.9,20190216,매주 일요일 오후 5시 30분,에러
노래가 좋아,8.4,20190216,저녁8:30, 9:25
시니어토크쇼 황금연못,8.2,20190216,,에러
그것이 알고싶다,7.5,20190216,밤11:00, 12:30
KBS 뉴스 9,7.4,20190216,밤9시, 10시매주 주말 밤 9시 
하나뿐인 내편,28.0,20190217,,에러
미운 우리 새끼,20.65,20190217,밤9:05, 11:05
내사랑 치유기,13.825,20190217,밤9:05, 11:05
TV 동물농장,13.0,20190217,일요일오전, 10:50
해피선데이,12.3,20190217,오후5시, 7시 50분
전국노래자랑,10.3,20190217,일요일낮, 1:20
KBS 뉴스 12,9.8,20190217,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,8.8,20190217,저녁6:15, 7:55
KBS 뉴스 9,8.4,20190217,밤9시, 10시매주 주말 밤 9시 
집사부일체,7.6,20190217,저녁6:25, 7:55
비켜라 운명아,19.7,20190218,저녁8:30, 9:00
왼손잡이 아내,12.4,20190218,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.3,20190218,밤9시, 10시매주 주말 밤 9시 
나의 독립 영웅,10.3,20190218,,에러
가요무대,9.5,20190218,밤10:00, 10:50
왕이 된 남자,9.11,20190218,,에러
우리말 겨루기,8.6,20190218,저녁7:40, 8:25
6시 내고향,8.6,20190218,저녁6시, 7시
인간극장,8.5,20190218,아침7:50, 8:25
KBS 뉴스 7,7.7,20190218,저녁7시, 7시 40분
비켜라 운명아,19.3,20190219,저녁8:30, 9:00
왼손잡이 아내,12.9,20190219,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.4,20190219,밤9시, 10시매주 주말 밤 9시 
아침마당,9.0,20190219,8시25분, 오전 9시 30분
인간극장,8.4,20190219,아침7:50, 8:25
불타는 청춘 (텔레비전 프로그램),8.25,20190219,밤10:40, 12:00
6시 내고향,7.3,20190219,저녁6시, 7시
나의 독립 영웅,7.1,20190219,,에러
KBS 뉴스 7,6.9,20190219,저녁7시, 7시 40분
용왕님 보우하사,6.9,20190219,저녁7:10, 7:55 [1회
비켜라 운명아,17.9,20190220,저녁8:30, 9:00
황후의 품격,12.95,20190220,밤10:00, 11:10
왼손잡이 아내,11.7,20190220,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
왜그래 풍상씨,11.149999999999999,20190220,밤10:00, 11:10
KBS 뉴스 9,11.1,20190220,밤9시, 10시매주 주말 밤 9시 
아침마당,10.4,20190220,8시25분, 오전 9시 30분
인간극장,9.6,20190220,아침7:50, 8:25
백종원의 골목식당,8.95,20190220,밤10:35,
KBS 뉴스 7,7.9,20190220,저녁7시, 7시 40분
용왕님 보우하사,7.7,20190220,저녁7:10, 7:55 [1회
비켜라 운명아,19.1,20190221,저녁8:30, 9:00
황후의 품격,15.350000000000001,20190221,밤10:00, 11:10
왼손잡이 아내,12.3,20190221,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
순간포착 세상에 이런일이,11.6,20190221,밤8:55, 9:40
왜그래 풍상씨,10.700000000000001,20190221,밤10:00, 11:10
KBS 뉴스 9,10.7,20190221,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,10.2,20190221,,에러
KBS 뉴스 7,8.3,20190221,저녁7시, 7시 40분
아침마당,8.3,20190221,8시25분, 오전 9시 30분
인간극장,7.9,20190221,아침7:50, 8:25
비켜라 운명아,18.5,20190222,저녁8:30, 9:00
열혈사제,16.6,20190222,밤10:00, 11:10
왼손잡이 아내,13.1,20190222,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
궁금한 이야기 Y,12.3,20190222,저녁8:55, 9:55
KBS 뉴스 9,11.8,20190222,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,11.25,20190222,밤11:10, 12:50
아침마당,9.4,20190222,8시25분, 오전 9시 30분
인간극장,8.0,20190222,아침7:50, 8:25
6시 내고향,7.6,20190222,저녁6시, 7시
용왕님 보우하사,7.6,20190222,저녁7:10, 7:55 [1회
0,에러,20190223,에러,에러
하나뿐인 내편,29.400000000000002,20190224,,에러
미운 우리 새끼,20.85,20190224,밤9:05, 11:05
해피선데이,12.1,20190224,오후5시, 7시 50분
TV 동물농장,11.8,20190224,일요일오전, 10:50
내사랑 치유기,11.275,20190224,밤9:05, 11:05
전국노래자랑,9.7,20190224,일요일낮, 1:20
KBS 뉴스 12,8.7,20190224,낮12시, 오후 1시
KBS 뉴스 9,7.8,20190224,밤9시, 10시매주 주말 밤 9시 
미스터리 음악쇼 복면가왕,7.6,20190224,저녁6:15, 7:55
집사부일체,7.5,20190224,저녁6:25, 7:55
비켜라 운명아,19.9,20190225,저녁8:30, 9:00
왼손잡이 아내,12.9,20190225,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.8,20190225,밤9시, 10시매주 주말 밤 9시 
나의 독립 영웅,10.6,20190225,,에러
왕이 된 남자,9.757,20190225,,에러
인간극장,9.4,20190225,아침7:50, 8:25
가요무대,9.0,20190225,밤10:00, 10:50
우리말 겨루기,8.6,20190225,저녁7:40, 8:25
6시 내고향,8.4,20190225,저녁6시, 7시
KBS 뉴스 7,8.4,20190225,저녁7시, 7시 40분
비켜라 운명아,19.9,20190226,저녁8:30, 9:00
KBS 뉴스 9,13.7,20190226,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,12.9,20190226,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,9.4,20190226,아침7:50, 8:25
아침마당,8.4,20190226,8시25분, 오전 9시 30분
눈이 부시게,8.093,20190226,"매주 월, 화 밤 9:30",에러
KBS 뉴스 7,7.8,20190226,저녁7시, 7시 40분
불타는 청춘 (텔레비전 프로그램),7.65,20190226,밤10:40, 12:00
6시 내고향,7.2,20190226,저녁6시, 7시
나의 독립 영웅,7.2,20190226,,에러
왜그래 풍상씨,16.0,20190227,밤10:00, 11:10
왼손잡이 아내,12.4,20190227,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,10.1,20190227,아침7:50, 8:25
KBS 뉴스 9,9.9,20190227,밤9시, 10시매주 주말 밤 9시 
살림하는 남자들,9.8,20190227,밤9:15, 10:30
걸어서 세계속으로,8.8,20190227,아침9:40, 10:30
백종원의 골목식당,7.65,20190227,밤10:35,
2TV 생생정보,7.1,20190227,저녁6:30, 7:45
JTBC 뉴스룸,7.085,20190227,,에러
KBS 뉴스광장,6.0,20190227,매주월요일, 토요일 아침 6시 
비켜라 운명아,16.5,20190228,저녁8:30, 9:00
왜그래 풍상씨,14.299999999999997,20190228,밤10:00, 11:10
KBS 뉴스 9,11.3,20190228,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,9.5,20190228,밤8:55, 9:40
나의 독립 영웅,8.2,20190228,,에러
KBS 뉴스광장,6.2,20190228,매주월요일, 토요일 아침 6시 
2019년 북미정상회담,6.0,20190228,에러,에러
내일은 미스트롯,5.731,20190228,,에러
해피투게더의 에피소드 목록,5.7,20190228,에러,에러
2018년 북미정상회담,5.2,20190228,,에러
