,view_rate,date,start time,finish time
KBS 뉴스 9,9.9,20190105,밤9시, 10시매주 주말 밤 9시 
김영철의 동네 한 바퀴,9.4,20190105,저녁7:10, 8:00
불후의 명곡,9.3,20190105,매주 일요일 오후 5시 30분,에러
시니어토크쇼 황금연못,9.3,20190105,,에러
KBS 930 뉴스,8.1,20190105,9시30분, 10시  매주 토요일 오전 9시 30분 
하나뿐인 내편,24.599999999999998,20190106,,에러
미운 우리 새끼,22.15,20190106,밤9:05, 11:05
알함브라 궁전의 추억,13.592,20190106,,에러
해피선데이,13.1,20190106,오후5시, 7시 50분
TV 동물농장,11.1,20190106,일요일오전, 10:50
전국노래자랑,10.6,20190106,일요일낮, 1:20
내사랑 치유기,10.25,20190106,밤9:05, 11:05
집사부일체,9.2,20190106,저녁6:25, 7:55
KBS 뉴스 9,9.1,20190106,밤9시, 10시매주 주말 밤 9시 
미스터리 음악쇼 복면가왕,8.7,20190106,저녁6:15, 7:55
비켜라 운명아,17.5,20190107,저녁8:30, 9:00
2019년 AFC 아시안컵,12.577,20190107,,에러
KBS 뉴스 9,11.7,20190107,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.6,20190107,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
비밀과 거짓말 (대한민국의 드라마),11.5,20190107,저녁7:15, 7:55
나의 독립 영웅,9.4,20190107,,에러
6시 내고향,8.8,20190107,저녁6시, 7시
인간극장,8.8,20190107,아침7:50, 8:25
KBS 뉴스 7,8.7,20190107,저녁7시, 7시 40분
생활의 달인,8.5,20190107,밤8:55, 9:40
비켜라 운명아,17.4,20190108,저녁8:30, 9:00
KBS 뉴스 9,13.1,20190108,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,12.0,20190108,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
비밀과 거짓말 (대한민국의 드라마),11.9,20190108,저녁7:15, 7:55
휴먼다큐 사람이 좋다,8.6,20190108,오전8:05, 9:00
인간극장,8.6,20190108,아침7:50, 8:25
KBS 뉴스특보,8.4,20190108,,에러
6시 내고향,8.3,20190108,저녁6시, 7시
KBS 뉴스 7,8.1,20190108,저녁7시, 7시 40분
아침마당,8.0,20190108,8시25분, 오전 9시 30분
비켜라 운명아,16.1,20190109,저녁8:30, 9:00
황후의 품격,14.3,20190109,밤10:00, 11:10
비밀과 거짓말 (대한민국의 드라마),13.1,20190109,저녁7:15, 7:55
KBS 뉴스 9,12.9,20190109,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.0,20190109,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
백종원의 골목식당,10.85,20190109,밤10:35,
아침마당,10.5,20190109,8시25분, 오전 9시 30분
남자친구 (드라마),9.31,20190109,,에러
인간극장,9.3,20190109,아침7:50, 8:25
6시 내고향,8.8,20190109,저녁6시, 7시
비켜라 운명아,18.8,20190110,저녁8:30, 9:00
황후의 품격,15.1,20190110,밤10:00, 11:10
비밀과 거짓말 (대한민국의 드라마),12.6,20190110,저녁7:15, 7:55
왼손잡이 아내,12.4,20190110,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.7,20190110,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,11.7,20190110,밤8:55, 9:40
인간극장,9.5,20190110,아침7:50, 8:25
한국인의 밥상,9.3,20190110,,에러
6시 내고향,8.3,20190110,저녁6시, 7시
KBS 뉴스 7,8.0,20190110,저녁7시, 7시 40분
SKY 캐슬,18.443,20190111,,에러
비켜라 운명아,17.8,20190111,저녁8:30, 9:00
비밀과 거짓말 (대한민국의 드라마),13.6,20190111,저녁7:15, 7:55
KBS 뉴스 9,12.2,20190111,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,11.2,20190111,밤11:10, 12:50
왼손잡이 아내,10.9,20190111,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
정글의 법칙,10.6,20190111,밤9:00, 10:00
궁금한 이야기 Y,10.2,20190111,저녁8:55, 9:55
아침마당,9.3,20190111,8시25분, 오전 9시 30분
TV는 사랑을 싣고,8.9,20190111,오전10:40, 11:50
하나뿐인 내편,31.7,20190112,,에러
신과의 약속,13.875,20190112,밤9:05, 11:05
SKY 캐슬,12.771,20190112,,에러
알함브라 궁전의 추억,11.841,20190112,,에러
전지적 참견 시점,9.5,20190112,밤11:10, 12:50
KBS 뉴스 9,9.1,20190112,밤9시, 10시매주 주말 밤 9시 
시니어토크쇼 황금연못,8.9,20190112,,에러
불후의 명곡,8.75,20190112,매주 일요일 오후 5시 30분,에러
노래가 좋아,8.1,20190112,저녁8:30, 9:25
김영철의 동네 한 바퀴,8.0,20190112,저녁7:10, 8:00
하나뿐인 내편,26.599999999999998,20190113,,에러
미운 우리 새끼,20.45,20190113,밤9:05, 11:05
내사랑 치유기,12.899999999999999,20190113,밤9:05, 11:05
해피선데이,12.8,20190113,오후5시, 7시 50분
TV 동물농장,11.1,20190113,일요일오전, 10:50
전국노래자랑,10.8,20190113,일요일낮, 1:20
미스터리 음악쇼 복면가왕,9.4,20190113,저녁6:15, 7:55
KBS 뉴스 12,9.4,20190113,낮12시, 오후 1시
SBS 스페셜의 에피소드 목록,9.0,20190113,에러,에러
집사부일체,8.8,20190113,저녁6:25, 7:55
비켜라 운명아,18.6,20190114,저녁8:30, 9:00
KBS 뉴스 9,14.3,20190114,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.3,20190114,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,10.0,20190114,아침7:50, 8:25
왕이 된 남자,9.802,20190114,,에러
KBS 뉴스 7,9.8,20190114,저녁7시, 7시 40분
나의 독립 영웅,9.6,20190114,,에러
우리말 겨루기,9.6,20190114,저녁7:40, 8:25
6시 내고향,8.8,20190114,저녁6시, 7시
용왕님 보우하사,8.2,20190114,저녁7:10, 7:55 [1회
비켜라 운명아,17.4,20190115,저녁8:30, 9:00
KBS 뉴스 9,12.2,20190115,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.5,20190115,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,9.0,20190115,아침7:50, 8:25
6시 내고향,8.8,20190115,저녁6시, 7시
휴먼다큐 사람이 좋다,8.5,20190115,오전8:05, 9:00
KBS 뉴스 7,8.5,20190115,저녁7시, 7시 40분
불타는 청춘 (텔레비전 프로그램),8.45,20190115,밤10:40, 12:00
아침마당,8.1,20190115,8시25분, 오전 9시 30분
이웃집 찰스,8.0,20190115,,에러
비켜라 운명아,18.9,20190116,저녁8:30, 9:00
AFC 아시안컵,16.867,20190116,,에러
KBS 뉴스 9,12.4,20190116,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.6,20190116,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
아침마당,9.9,20190116,8시25분, 오전 9시 30분
인간극장,9.8,20190116,아침7:50, 8:25
백종원의 골목식당,9.5,20190116,밤10:35,
용왕님 보우하사,9.3,20190116,저녁7:10, 7:55 [1회
살림하는 남자들,8.7,20190116,밤9:15, 10:30
6시 내고향,8.3,20190116,저녁6시, 7시
비켜라 운명아,18.5,20190117,저녁8:30, 9:00
황후의 품격,14.5,20190117,밤10:00, 11:10
왼손잡이 아내,11.6,20190117,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.4,20190117,밤9시, 10시매주 주말 밤 9시 
순간포착 세상에 이런일이,11.0,20190117,밤8:55, 9:40
한국인의 밥상,9.6,20190117,,에러
인간극장,9.5,20190117,아침7:50, 8:25
왜그래 풍상씨,9.3,20190117,밤10:00, 11:10
KBS 뉴스 7,9.2,20190117,저녁7시, 7시 40분
6시 내고향,8.6,20190117,저녁6시, 7시
SKY 캐슬,21.927,20190118,,에러
비켜라 운명아,19.5,20190118,저녁8:30, 9:00
KBS 뉴스 9,13.4,20190118,밤9시, 10시매주 주말 밤 9시 
정글의 법칙,11.9,20190118,밤9:00, 10:00
나 혼자 산다,11.25,20190118,밤11:10, 12:50
왼손잡이 아내,11.2,20190118,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
궁금한 이야기 Y,10.7,20190118,저녁8:55, 9:55
TV는 사랑을 싣고,9.8,20190118,오전10:40, 11:50
인간극장,8.7,20190118,아침7:50, 8:25
차달래 부인의 사랑,8.5,20190118,오전9:00, 9:40
하나뿐인 내편,34.1,20190119,,에러
신과의 약속,13.3,20190119,밤9:05, 11:05
알함브라 궁전의 추억,11.45,20190119,,에러
SKY 캐슬,10.954666666666666,20190119,,에러
노래가 좋아,9.3,20190119,저녁8:30, 9:25
시니어토크쇼 황금연못,9.1,20190119,,에러
KBS 뉴스 9,9.1,20190119,밤9시, 10시매주 주말 밤 9시 
전지적 참견 시점,8.8,20190119,밤11:10, 12:50
불후의 명곡,8.2,20190119,매주 일요일 오후 5시 30분,에러
걸어서 세계속으로,8.2,20190119,아침9:40, 10:30
하나뿐인 내편,26.866666666666664,20190120,,에러
미운 우리 새끼,17.4,20190120,밤9:05, 11:05
해피선데이,13.7,20190120,오후5시, 7시 50분
알함브라 궁전의 추억,12.383,20190120,,에러
내사랑 치유기,11.375,20190120,밤9:05, 11:05
TV 동물농장,10.7,20190120,일요일오전, 10:50
전국노래자랑,10.0,20190120,일요일낮, 1:20
KBS 뉴스 12,9.9,20190120,낮12시, 오후 1시
집사부일체,9.8,20190120,저녁6:25, 7:55
SBS 스페셜의 에피소드 목록,8.5,20190120,에러,에러
비켜라 운명아,18.3,20190121,저녁8:30, 9:00
왼손잡이 아내,12.2,20190121,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.9,20190121,밤9시, 10시매주 주말 밤 9시 
인간극장,10.5,20190121,아침7:50, 8:25
6시 내고향,9.0,20190121,저녁6시, 7시
우리말 겨루기,9.0,20190121,저녁7:40, 8:25
용왕님 보우하사,9.0,20190121,저녁7:10, 7:55 [1회
왕이 된 남자,8.939,20190121,,에러
아침마당,8.6,20190121,8시25분, 오전 9시 30분
나의 독립 영웅,8.5,20190121,,에러
2019년 AFC 아시안컵,21.245,20190122,,에러
비켜라 운명아,18.8,20190122,저녁8:30, 9:00
KBS 뉴스 9,13.3,20190122,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.6,20190122,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
6시 내고향,9.1,20190122,저녁6시, 7시
KBS 뉴스 7,8.8,20190122,저녁7시, 7시 40분
인간극장,8.8,20190122,아침7:50, 8:25
이웃집 찰스,8.3,20190122,,에러
용왕님 보우하사,8.1,20190122,저녁7:10, 7:55 [1회
아침마당,8.1,20190122,8시25분, 오전 9시 30분
비켜라 운명아,17.8,20190123,저녁8:30, 9:00
황후의 품격,13.399999999999999,20190123,밤10:00, 11:10
KBS 뉴스 9,12.5,20190123,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.0,20190123,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
남자친구 (드라마),10.59,20190123,,에러
아침마당,10.0,20190123,8시25분, 오전 9시 30분
백종원의 골목식당,9.75,20190123,밤10:35,
인간극장,9.4,20190123,아침7:50, 8:25
살림하는 남자들,8.1,20190123,밤9:15, 10:30
용왕님 보우하사,8.0,20190123,저녁7:10, 7:55 [1회
비켜라 운명아,18.8,20190124,저녁8:30, 9:00
2019년 AFC 아시안컵,14.819,20190124,,에러
황후의 품격,12.65,20190124,밤10:00, 11:10
KBS 뉴스 9,12.2,20190124,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.9,20190124,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
순간포착 세상에 이런일이,10.7,20190124,밤8:55, 9:40
한국인의 밥상,10.0,20190124,,에러
인간극장,9.1,20190124,아침7:50, 8:25
6시 내고향,8.8,20190124,저녁6시, 7시
KBS 뉴스 7,8.7,20190124,저녁7시, 7시 40분
대한민국 대 카타르 (2019년 AFC 아시안컵),23.099,20190125,,에러
비켜라 운명아,19.0,20190125,저녁8:30, 9:00
나 혼자 산다,13.0,20190125,밤11:10, 12:50
KBS 뉴스 9,12.1,20190125,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.6,20190125,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
궁금한 이야기 Y,10.3,20190125,저녁8:55, 9:55
TV는 사랑을 싣고,9.9,20190125,오전10:40, 11:50
아침마당,9.3,20190125,8시25분, 오전 9시 30분
인간극장,8.7,20190125,아침7:50, 8:25
용왕님 보우하사,8.4,20190125,저녁7:10, 7:55 [1회
하나뿐인 내편,33.599999999999994,20190126,,에러
SKY 캐슬,24.622,20190126,,에러
신과의 약속,13.850000000000001,20190126,밤9:05, 11:05
KBS 뉴스 9,10.1,20190126,밤9시, 10시매주 주말 밤 9시 
시니어토크쇼 황금연못,8.9,20190126,,에러
불후의 명곡,8.85,20190126,매주 일요일 오후 5시 30분,에러
김영철의 동네 한 바퀴,8.3,20190126,저녁7:10, 8:00
노래가 좋아,7.9,20190126,저녁8:30, 9:25
전지적 참견 시점,7.5,20190126,밤11:10, 12:50
KBS 930 뉴스,7.4,20190126,9시30분, 10시  매주 토요일 오전 9시 30분 
하나뿐인 내편,26.799999999999997,20190127,,에러
미운 우리 새끼,22.2,20190127,밤9:05, 11:05
해피선데이,12.9,20190127,오후5시, 7시 50분
내사랑 치유기,12.225,20190127,밤9:05, 11:05
TV 동물농장,11.4,20190127,일요일오전, 10:50
전국노래자랑,10.7,20190127,일요일낮, 1:20
집사부일체,9.6,20190127,저녁6:25, 7:55
KBS 뉴스 12,9.2,20190127,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,8.8,20190127,저녁6:15, 7:55
KBS 뉴스 9,8.1,20190127,밤9시, 10시매주 주말 밤 9시 
비켜라 운명아,20.6,20190128,저녁8:30, 9:00
KBS 뉴스 9,12.8,20190128,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.7,20190128,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
우리말 겨루기,10.3,20190128,저녁7:40, 8:25
왕이 된 남자,9.434,20190128,,에러
인간극장,9.4,20190128,아침7:50, 8:25
KBS 뉴스 7,9.0,20190128,저녁7시, 7시 40분
가요무대,8.7,20190128,밤10:00, 10:50
용왕님 보우하사,8.5,20190128,저녁7:10, 7:55 [1회
나의 독립 영웅,8.1,20190128,,에러
비켜라 운명아,18.8,20190129,저녁8:30, 9:00
왼손잡이 아내,12.8,20190129,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.4,20190129,밤9시, 10시매주 주말 밤 9시 
인간극장,9.4,20190129,아침7:50, 8:25
이웃집 찰스,9.1,20190129,,에러
6시 내고향,9.0,20190129,저녁6시, 7시
KBS 뉴스 7,8.9,20190129,저녁7시, 7시 40분
아침마당,8.4,20190129,8시25분, 오전 9시 30분
불타는 청춘 (텔레비전 프로그램),7.95,20190129,밤10:40, 12:00
용왕님 보우하사,7.5,20190129,저녁7:10, 7:55 [1회
비켜라 운명아,17.9,20190130,저녁8:30, 9:00
황후의 품격,14.4,20190130,밤10:00, 11:10
KBS 뉴스 9,11.2,20190130,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,11.2,20190130,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
아침마당,11.0,20190130,8시25분, 오전 9시 30분
인간극장,10.6,20190130,아침7:50, 8:25
백종원의 골목식당,9.85,20190130,밤10:35,
살림하는 남자들,9.3,20190130,밤9:15, 10:30
왜그래 풍상씨,8.5,20190130,밤10:00, 11:10
6시 내고향,8.0,20190130,저녁6시, 7시
비켜라 운명아,19.2,20190131,저녁8:30, 9:00
황후의 품격,16.3,20190131,밤10:00, 11:10
KBS 뉴스 9,11.7,20190131,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,10.9,20190131,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
순간포착 세상에 이런일이,10.9,20190131,밤8:55, 9:40
한국인의 밥상,8.8,20190131,,에러
왜그래 풍상씨,8.65,20190131,밤10:00, 11:10
인간극장,8.6,20190131,아침7:50, 8:25
KBS 뉴스 7,7.8,20190131,저녁7시, 7시 40분
용왕님 보우하사,7.8,20190131,저녁7:10, 7:55 [1회
