,view_rate,date,start time,finish time
열혈사제,20.75,20190406,밤10:00, 11:10
정글의 법칙,9.8,20190406,밤9:00, 10:00
불후의 명곡,8.7,20190406,매주 일요일 오후 5시 30분,에러
전지적 참견 시점,8.65,20190406,밤11:10, 12:50
슬플 때 사랑한다,8.225,20190406,밤9:05, 11:05
노래가 좋아,7.9,20190406,저녁8:30, 9:25
그것이 알고싶다,7.8,20190406,밤11:00, 12:30
KBS 뉴스 9,7.5,20190406,밤9시, 10시매주 주말 밤 9시 
시니어토크쇼 황금연못,7.2,20190406,,에러
세상에서 제일 예쁜 내 딸,25.35,20190407,,에러
미운 우리 새끼,22.866666666666664,20190407,밤9:05, 11:05
KBS 뉴스 9,11.2,20190407,밤9시, 10시매주 주말 밤 9시 
해피선데이,10.7,20190407,오후5시, 7시 50분
전국노래자랑,10.0,20190407,일요일낮, 1:20
TV 동물농장,9.149999999999999,20190407,일요일오전, 10:50
KBS 뉴스 12,8.2,20190407,낮12시, 오후 1시
SBS 8 뉴스,7.4,20190407,매주월요일, 목요일 밤 7:50 
집사부일체,7.25,20190407,저녁6:25, 7:55
구해줘! 홈즈,7.1,20190407,밤10:35, 12:15
비켜라 운명아,20.0,20190408,저녁8:30, 9:00
KBS 뉴스 9,13.9,20190408,밤9시, 10시매주 주말 밤 9시 
왼손잡이 아내,13.1,20190408,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,9.6,20190408,아침7:50, 8:25
나의 독립 영웅,9.5,20190408,,에러
해치 (드라마),8.85,20190408,10:00, 11:10
우리말 겨루기,8.4,20190408,저녁7:40, 8:25
가요무대,8.1,20190408,밤10:00, 10:50
KBS 뉴스 7,8.0,20190408,저녁7시, 7시 40분
생활의 달인,7.5,20190408,밤8:55, 9:40
비켜라 운명아,19.8,20190409,저녁8:30, 9:00
왼손잡이 아내,15.7,20190409,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.3,20190409,밤9시, 10시매주 주말 밤 9시 
인간극장,9.9,20190409,아침7:50, 8:25
불타는 청춘 (텔레비전 프로그램),9.3,20190409,밤10:40, 12:00
나의 독립 영웅,8.2,20190409,,에러
해치 (드라마),7.95,20190409,10:00, 11:10
국민 여러분!,7.800000000000001,20190409,밤10시, 11시 10분
아침마당,7.6,20190409,8시25분, 오전 9시 30분
본격연예 한밤,7.5,20190409,밤8:55, 9:55
비켜라 운명아,18.2,20190410,저녁8:30, 9:00
닥터 프리즈너,14.600000000000001,20190410,밤10시, 11시 10분
왼손잡이 아내,13.3,20190410,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,11.1,20190410,아침7:50, 8:25
KBS 뉴스 9,10.8,20190410,밤9시, 10시매주 주말 밤 9시 
아침마당,9.9,20190410,8시25분, 오전 9시 30분
백종원의 골목식당,8.05,20190410,밤10:35,
살림하는 남자들,7.5,20190410,밤9:15, 10:30
용왕님 보우하사,7.4,20190410,저녁7:10, 7:55 [1회
나의 독립 영웅,6.7,20190410,,에러
비켜라 운명아,16.9,20190411,저녁8:30, 9:00
닥터 프리즈너,14.899999999999999,20190411,밤10시, 11시 10분
왼손잡이 아내,12.4,20190411,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
내일은 미스트롯,11.547,20190411,,에러
순간포착 세상에 이런일이,10.8,20190411,밤8:55, 9:40
인간극장,10.0,20190411,아침7:50, 8:25
나의 독립 영웅,9.6,20190411,,에러
KBS 뉴스 9,9.6,20190411,밤9시, 10시매주 주말 밤 9시 
내일은 미스트롯,8.069,20190411,,에러
강남 스캔들,7.4,20190411,,에러
열혈사제,20.700000000000003,20190412,밤10:00, 11:10
비켜라 운명아,19.1,20190412,저녁8:30, 9:00
왼손잡이 아내,12.8,20190412,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
궁금한 이야기 Y,11.45,20190412,저녁8:55, 9:55
KBS 뉴스 9,10.8,20190412,밤9시, 10시매주 주말 밤 9시 
나 혼자 산다,10.65,20190412,밤11:10, 12:50
인간극장,10.5,20190412,아침7:50, 8:25
아침마당,8.0,20190412,8시25분, 오전 9시 30분
용왕님 보우하사,7.3,20190412,저녁7:10, 7:55 [1회
강남 스캔들,6.6,20190412,,에러
세상에서 제일 예쁜 내 딸,22.3,20190413,,에러
열혈사제,20.5,20190413,밤10:00, 11:10
정글의 법칙,10.399999999999999,20190413,밤9:00, 10:00
전지적 참견 시점,8.25,20190413,밤11:10, 12:50
슬플 때 사랑한다,7.3,20190413,밤9:05, 11:05
그것이 알고싶다,7.2,20190413,밤11:00, 12:30
KBS 뉴스 9,7.2,20190413,밤9시, 10시매주 주말 밤 9시 
노래가 좋아,7.1,20190413,저녁8:30, 9:25
불후의 명곡,6.8,20190413,매주 일요일 오후 5시 30분,에러
걸어서 세계속으로,6.8,20190413,아침9:40, 10:30
미운 우리 새끼,20.266666666666666,20190414,밤9:05, 11:05
세상에서 제일 예쁜 내 딸,19.966666666666665,20190414,,에러
해피선데이,11.7,20190414,오후5시, 7시 50분
TV 동물농장,11.149999999999999,20190414,일요일오전, 10:50
전국노래자랑,10.9,20190414,일요일낮, 1:20
KBS 뉴스 12,9.7,20190414,낮12시, 오후 1시
KBS 뉴스 9,9.6,20190414,밤9시, 10시매주 주말 밤 9시 
미스터리 음악쇼 복면가왕,8.5,20190414,저녁6:15, 7:55
궁민남편,7.8,20190414,오후6:40, 7:50
집사부일체,7.6,20190414,저녁6:25, 7:55
비켜라 운명아,19.3,20190415,저녁8:30, 9:00
왼손잡이 아내,12.9,20190415,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.8,20190415,밤9시, 10시매주 주말 밤 9시 
인간극장,9.8,20190415,아침7:50, 8:25
가요무대,8.2,20190415,밤10:00, 10:50
생활의 달인,8.0,20190415,밤8:55, 9:40
우리말 겨루기,7.9,20190415,저녁7:40, 8:25
특별근로감독관 조장풍,7.1,20190415,밤10:00, 11:10
아침마당,7.1,20190415,8시25분, 오전 9시 30분
해치 (드라마),6.9,20190415,10:00, 11:10
비켜라 운명아,17.7,20190416,저녁8:30, 9:00
왼손잡이 아내,13.6,20190416,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.8,20190416,밤9시, 10시매주 주말 밤 9시 
불타는 청춘 (텔레비전 프로그램),10.65,20190416,밤10:40, 12:00
인간극장,9.3,20190416,아침7:50, 8:25
해치 (드라마),8.2,20190416,10:00, 11:10
특별근로감독관 조장풍,7.35,20190416,밤10:00, 11:10
강남 스캔들,6.8,20190416,,에러
KBS 뉴스광장,6.7,20190416,매주월요일, 토요일 아침 6시 
용왕님 보우하사,6.6,20190416,저녁7:10, 7:55 [1회
비켜라 운명아,16.7,20190417,저녁8:30, 9:00
닥터 프리즈너,13.8,20190417,밤10시, 11시 10분
왼손잡이 아내,12.8,20190417,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.5,20190417,밤9시, 10시매주 주말 밤 9시 
인간극장,9.7,20190417,아침7:50, 8:25
아침마당,9.1,20190417,8시25분, 오전 9시 30분
살림하는 남자들,7.6,20190417,밤9:15, 10:30
KBS 뉴스광장,7.0,20190417,매주월요일, 토요일 아침 6시 
백종원의 골목식당,6.85,20190417,밤10:35,
용왕님 보우하사,6.7,20190417,저녁7:10, 7:55 [1회
비켜라 운명아,17.2,20190418,저녁8:30, 9:00
닥터 프리즈너,14.85,20190418,밤10시, 11시 10분
내일은 미스트롯,12.308,20190418,,에러
왼손잡이 아내,12.0,20190418,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.1,20190418,밤9시, 10시매주 주말 밤 9시 
내일은 미스트롯,9.513,20190418,,에러
인간극장,9.5,20190418,아침7:50, 8:25
한국인의 밥상,9.3,20190418,,에러
순간포착 세상에 이런일이,8.2,20190418,밤8:55, 9:40
용왕님 보우하사,7.5,20190418,저녁7:10, 7:55 [1회
열혈사제,20.299999999999997,20190419,밤10:00, 11:10
비켜라 운명아,16.7,20190419,저녁8:30, 9:00
나 혼자 산다,10.6,20190419,밤11:10, 12:50
왼손잡이 아내,10.5,20190419,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
궁금한 이야기 Y,10.100000000000001,20190419,저녁8:55, 9:55
KBS 뉴스 9,10.0,20190419,밤9시, 10시매주 주말 밤 9시 
인간극장,9.0,20190419,아침7:50, 8:25
아침마당,7.5,20190419,8시25분, 오전 9시 30분
강남 스캔들,6.9,20190419,,에러
TV는 사랑을 싣고,6.5,20190419,오전10:40, 11:50
세상에서 제일 예쁜 내 딸,22.950000000000003,20190420,,에러
열혈사제,22.9,20190420,밤10:00, 11:10
불후의 명곡,9.6,20190420,매주 일요일 오후 5시 30분,에러
정글의 법칙,9.45,20190420,밤9:00, 10:00
KBS 뉴스 9,7.9,20190420,밤9시, 10시매주 주말 밤 9시 
슬플 때 사랑한다,7.766666666666667,20190420,밤9:05, 11:05
전지적 참견 시점,7.75,20190420,밤11:10, 12:50
시니어토크쇼 황금연못,7.5,20190420,,에러
대화의 희열,6.9,20190420,밤10:45, 12:05
그것이 알고싶다,6.8,20190420,밤11:00, 12:30
세상에서 제일 예쁜 내 딸,20.833333333333336,20190421,,에러
미운 우리 새끼,20.666666666666668,20190421,밤9:05, 11:05
TV 동물농장,11.65,20190421,일요일오전, 10:50
해피선데이,11.4,20190421,오후5시, 7시 50분
전국노래자랑,9.8,20190421,일요일낮, 1:20
KBS 뉴스 9,9.1,20190421,밤9시, 10시매주 주말 밤 9시 
KBS 뉴스 12,9.1,20190421,낮12시, 오후 1시
미스터리 음악쇼 복면가왕,8.4,20190421,저녁6:15, 7:55
집사부일체,7.55,20190421,저녁6:25, 7:55
궁민남편,7.3,20190421,오후6:40, 7:50
비켜라 운명아,18.6,20190422,저녁8:30, 9:00
왼손잡이 아내,12.5,20190422,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.2,20190422,밤9시, 10시매주 주말 밤 9시 
인간극장,9.5,20190422,아침7:50, 8:25
가요무대,8.5,20190422,밤10:00, 10:50
해치 (드라마),8.45,20190422,10:00, 11:10
우리말 겨루기,7.6,20190422,저녁7:40, 8:25
JTBC 뉴스룸,7.193,20190422,,에러
특별근로감독관 조장풍,7.1,20190422,밤10:00, 11:10
안녕하세요,7.1,20190422,에러,에러
비켜라 운명아,18.8,20190423,저녁8:30, 9:00
왼손잡이 아내,14.6,20190423,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.5,20190423,밤9시, 10시매주 주말 밤 9시 
인간극장,9.6,20190423,아침7:50, 8:25
해치 (드라마),8.6,20190423,10:00, 11:10
불타는 청춘 (텔레비전 프로그램),8.5,20190423,밤10:40, 12:00
용왕님 보우하사,7.8,20190423,저녁7:10, 7:55 [1회
특별근로감독관 조장풍,7.3,20190423,밤10:00, 11:10
아침마당,7.3,20190423,8시25분, 오전 9시 30분
이웃집 찰스,7.1,20190423,,에러
비켜라 운명아,17.2,20190424,저녁8:30, 9:00
닥터 프리즈너,14.3,20190424,밤10시, 11시 10분
왼손잡이 아내,13.0,20190424,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,10.7,20190424,아침7:50, 8:25
아침마당,9.5,20190424,8시25분, 오전 9시 30분
KBS 뉴스 9,9.4,20190424,밤9시, 10시매주 주말 밤 9시 
백종원의 골목식당,8.05,20190424,밤10:35,
살림하는 남자들,7.5,20190424,밤9:15, 10:30
강남 스캔들,7.3,20190424,,에러
용왕님 보우하사,6.9,20190424,저녁7:10, 7:55 [1회
비켜라 운명아,19.3,20190425,저녁8:30, 9:00
왼손잡이 아내,15.2,20190425,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
닥터 프리즈너,14.1,20190425,밤10시, 11시 10분
내일은 미스트롯,13.499,20190425,,에러
내일은 미스트롯,10.617,20190425,,에러
순간포착 세상에 이런일이,10.2,20190425,밤8:55, 9:40
KBS 뉴스 9,9.7,20190425,밤9시, 10시매주 주말 밤 9시 
인간극장,9.2,20190425,아침7:50, 8:25
한국인의 밥상,7.7,20190425,,에러
강남 스캔들,7.6,20190425,,에러
비켜라 운명아,18.9,20190426,저녁8:30, 9:00
왼손잡이 아내,13.9,20190426,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
나 혼자 산다,11.75,20190426,밤11:10, 12:50
녹두꽃 (드라마),11.649999999999999,20190426,밤10:00, 11:10
KBS 뉴스 9,11.4,20190426,밤9시, 10시매주 주말 밤 9시 
인간극장,10.6,20190426,아침7:50, 8:25
궁금한 이야기 Y,8.55,20190426,저녁8:55, 9:55
아침마당,8.0,20190426,8시25분, 오전 9시 30분
용왕님 보우하사,7.8,20190426,저녁7:10, 7:55 [1회
스페인 하숙,7.5605,20190426,,에러
세상에서 제일 예쁜 내 딸,24.299999999999997,20190427,,에러
슬플 때 사랑한다,9.775,20190427,밤9:05, 11:05
KBS 뉴스 9,8.5,20190427,밤9시, 10시매주 주말 밤 9시 
녹두꽃 (드라마),8.4,20190427,밤10:00, 11:10
불후의 명곡,8.25,20190427,매주 일요일 오후 5시 30분,에러
정글의 법칙,7.1,20190427,밤9:00, 10:00
배틀 트립의 에피소드 목록,7.0,20190427,에러,에러
그것이 알고싶다,6.7,20190427,밤11:00, 12:30
시니어토크쇼 황금연못,6.5,20190427,,에러
전지적 참견 시점,6.300000000000001,20190427,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,26.450000000000003,20190428,,에러
미운 우리 새끼,21.333333333333332,20190428,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.850000000000001,20190428,오후9:15, 11:10
TV 동물농장,9.55,20190428,일요일오전, 10:50
KBS 뉴스 9,9.3,20190428,밤9시, 10시매주 주말 밤 9시 
전국노래자랑,8.9,20190428,일요일낮, 1:20
KBS 뉴스 12,7.7,20190428,낮12시, 오후 1시
구해줘! 홈즈,7.7,20190428,밤10:35, 12:15
런닝맨 (텔레비전 프로그램),7.4,20190428,오후5:00, 6:25
미스터리 음악쇼 복면가왕,7.35,20190428,저녁6:15, 7:55
여름아 부탁해,16.1,20190429,저녁8:30, 9:00
왼손잡이 아내,14.5,20190429,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.3,20190429,밤9시, 10시매주 주말 밤 9시 
인간극장,8.1,20190429,아침7:50, 8:25
생활의 달인,8.0,20190429,밤8:55, 9:40
가요무대,7.7,20190429,밤10:00, 10:50
KBS 뉴스 7,7.1,20190429,저녁7시, 7시 40분
아침마당,7.0,20190429,8시25분, 오전 9시 30분
해치 (드라마),7.0,20190429,10:00, 11:10
국민 여러분!,6.9,20190429,밤10시, 11시 10분
여름아 부탁해,13.8,20190430,저녁8:30, 9:00
왼손잡이 아내,13.3,20190430,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.5,20190430,밤9시, 10시매주 주말 밤 9시 
인간극장,8.6,20190430,아침7:50, 8:25
불타는 청춘 (텔레비전 프로그램),8.55,20190430,밤10:40, 12:00
해치 (드라마),7.550000000000001,20190430,10:00, 11:10
아침마당,7.3,20190430,8시25분, 오전 9시 30분
특별근로감독관 조장풍,7.25,20190430,밤10:00, 11:10
본격연예 한밤,6.8,20190430,밤8:55, 9:55
강남 스캔들,6.8,20190430,,에러
