,view_rate,date,start time,finish time
스토브리그 (드라마),15.799999999999999,20200207,밤10:00, 11:10
KBS 뉴스 9,13.0,20200207,밤9시, 10시매주 주말 밤 9시 
사랑은 뷰티풀 인생은 원더풀,22.15,20200208,저녁7:55, 밤 9:15
스토브리그 (드라마),14.799999999999999,20200208,밤10:00, 11:10
놀면 뭐하니?,10.25,20200208,저녁6:30, 7:55
사랑은 뷰티풀 인생은 원더풀,25.15,20200209,저녁7:55, 밤 9:15
전국노래자랑,11.3,20200209,일요일낮, 1:20
미운 우리 새끼,10.933333333333332,20200209,밤9:05, 11:05
낭만닥터 김사부 2,20.2,20200210,밤9:40, 11시
꽃길만 걸어요,19.2,20200210,저녁8:30, 9:00
KBS 뉴스 9,13.8,20200210,밤9시, 10시매주 주말 밤 9시 
낭만닥터 김사부 2,19.950000000000003,20200211,밤9:40, 11시
꽃길만 걸어요,19.9,20200211,저녁8:30, 9:00
우아한 모녀,13.8,20200211,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
꽃길만 걸어요,19.2,20200212,저녁8:30, 9:00
우아한 모녀,12.9,20200212,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.3,20200212,밤9시, 10시매주 주말 밤 9시 
내일은 미스터트롯,26.245,20200213,,에러
내일은 미스터트롯,22.429,20200213,,에러
꽃길만 걸어요,19.3,20200213,저녁8:30, 9:00
꽃길만 걸어요,20.0,20200214,저녁8:30, 9:00
스토브리그 (드라마),18.3,20200214,밤10:00, 11:10
우아한 모녀,13.5,20200214,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
사랑은 뷰티풀 인생은 원더풀,22.05,20200215,저녁7:55, 밤 9:15
두 번은 없다,10.499999999999998,20200215,밤9:05, 11:05
놀면 뭐하니?,10.100000000000001,20200215,저녁6:30, 7:55
사랑은 뷰티풀 인생은 원더풀,28.6,20200216,저녁7:55, 밤 9:15
미운 우리 새끼,11.166666666666666,20200216,밤9:05, 11:05
전국노래자랑,11.1,20200216,일요일낮, 1:20
낭만닥터 김사부 2,21.6,20200217,밤9:40, 11시
꽃길만 걸어요,20.2,20200217,저녁8:30, 9:00
KBS 뉴스 9,13.6,20200217,밤9시, 10시매주 주말 밤 9시 
낭만닥터 김사부 2,22.0,20200218,밤9:40, 11시
꽃길만 걸어요,19.6,20200218,저녁8:30, 9:00
우아한 모녀,13.7,20200218,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
꽃길만 걸어요,19.3,20200219,저녁8:30, 9:00
KBS 뉴스 9,14.4,20200219,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,12.1,20200219,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
내일은 미스터트롯,28.577,20200220,,에러
내일은 미스터트롯,23.967,20200220,,에러
꽃길만 걸어요,19.0,20200220,저녁8:30, 9:00
꽃길만 걸어요,19.5,20200221,저녁8:30, 9:00
우아한 모녀,14.3,20200221,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.7,20200221,밤9시, 10시매주 주말 밤 9시 
사랑은 뷰티풀 인생은 원더풀,23.65,20200222,저녁7:55, 밤 9:15
이태원 클라쓰 (드라마),13.99,20200222,10시50분, 12시 30분
KBS 뉴스 9,13.4,20200222,밤9시, 10시매주 주말 밤 9시 
사랑은 뷰티풀 인생은 원더풀,27.15,20200223,저녁7:55, 밤 9:15
미운 우리 새끼,13.233333333333334,20200223,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.35,20200223,오후9:15, 11:10
낭만닥터 김사부 2,22.65,20200224,밤9:40, 11시
꽃길만 걸어요,19.9,20200224,저녁8:30, 9:00
KBS 뉴스 9,15.3,20200224,밤9시, 10시매주 주말 밤 9시 
낭만닥터 김사부 2,24.899999999999995,20200225,밤9:40, 11시
꽃길만 걸어요,19.3,20200225,저녁8:30, 9:00
우아한 모녀,15.2,20200225,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
꽃길만 걸어요,20.1,20200226,저녁8:30, 9:00
우아한 모녀,15.0,20200226,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.5,20200226,밤9시, 10시매주 주말 밤 9시 
내일은 미스터트롯,29.521,20200227,,에러
내일은 미스터트롯,25.332,20200227,,에러
꽃길만 걸어요,20.3,20200227,저녁8:30, 9:00
꽃길만 걸어요,20.6,20200228,저녁8:30, 9:00
이태원 클라쓰 (드라마),14.903,20200228,10시50분, 12시 30분
우아한 모녀,14.4,20200228,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
0,에러,20200228,에러,에러
사랑은 뷰티풀 인생은 원더풀,28.15,20200301,저녁7:55, 밤 9:15
미운 우리 새끼,15.6,20200301,밤9:05, 11:05
미스터리 음악쇼 복면가왕,10.7,20200301,저녁6:15, 7:55
꽃길만 걸어요,20.0,20200302,저녁8:30, 9:00
우아한 모녀,14.8,20200302,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,14.0,20200302,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,19.8,20200303,저녁8:30, 9:00
우아한 모녀,15.1,20200303,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,14.6,20200303,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,19.0,20200304,저녁8:30, 9:00
우아한 모녀,14.6,20200304,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
트롯신이 떴다,13.25,20200304,밤10:00, 11:10
내일은 미스터트롯,31.845,20200305,,에러
내일은 미스터트롯,27.452,20200305,,에러
꽃길만 걸어요,19.7,20200305,저녁8:30, 9:00
꽃길만 걸어요,21.0,20200306,저녁8:30, 9:00
우아한 모녀,16.2,20200306,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
이태원 클라쓰 (드라마),15.496,20200306,10시50분, 12시 30분
사랑은 뷰티풀 인생은 원더풀,25.1,20200307,저녁7:55, 밤 9:15
이태원 클라쓰 (드라마),14.817,20200307,10시50분, 12시 30분
두 번은 없다,11.175,20200307,밤9:05, 11:05
사랑은 뷰티풀 인생은 원더풀,29.3,20200308,저녁7:55, 밤 9:15
미운 우리 새끼,13.566666666666668,20200308,밤9:05, 11:05
전국노래자랑,11.6,20200308,일요일낮, 1:20
꽃길만 걸어요,20.5,20200309,저녁8:30, 9:00
우아한 모녀,14.4,20200309,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.6,20200309,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,19.5,20200310,저녁8:30, 9:00
우아한 모녀,15.0,20200310,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,14.8,20200310,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,20.3,20200311,저녁8:30, 9:00
우아한 모녀,14.7,20200311,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
트롯신이 떴다,14.35,20200311,밤10:00, 11:10
내일은 미스터트롯,34.713,20200312,,에러
내일은 미스터트롯,32.263,20200312,,에러
꽃길만 걸어요,20.3,20200312,저녁8:30, 9:00
꽃길만 걸어요,19.9,20200313,저녁8:30, 9:00
우아한 모녀,15.1,20200313,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
이태원 클라쓰 (드라마),14.344,20200313,10시50분, 12시 30분
내일은 미스터트롯,26.049,20200314,,에러
사랑은 뷰티풀 인생은 원더풀,19.700000000000003,20200314,저녁7:55, 밤 9:15
이태원 클라쓰 (드라마),15.568,20200314,10시50분, 12시 30분
사랑은 뷰티풀 인생은 원더풀,29.1,20200315,저녁7:55, 밤 9:15
미운 우리 새끼,13.633333333333335,20200315,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.55,20200315,오후9:15, 11:10
꽃길만 걸어요,19.5,20200316,저녁8:30, 9:00
우아한 모녀,15.0,20200316,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.2,20200316,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,20.2,20200317,저녁8:30, 9:00
우아한 모녀,14.8,20200317,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.3,20200317,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,20.2,20200318,저녁8:30, 9:00
우아한 모녀,15.2,20200318,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
트롯신이 떴다,14.5,20200318,밤10:00, 11:10
꽃길만 걸어요,21.9,20200319,저녁8:30, 9:00
미스터트롯의 맛,21.603,20200319,에러,에러
미스터트롯의 맛,20.245,20200319,에러,에러
꽃길만 걸어요,20.6,20200320,저녁8:30, 9:00
이태원 클라쓰 (드라마),16.012,20200320,10시50분, 12시 30분
우아한 모녀,15.6,20200320,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
사랑은 뷰티풀 인생은 원더풀,27.1,20200321,저녁7:55, 밤 9:15
이태원 클라쓰 (드라마),18.328,20200321,10시50분, 12시 30분
하이에나 (2020년 드라마),11.5,20200321,밤10:00, 11:10
사랑은 뷰티풀 인생은 원더풀,30.15,20200322,저녁7:55, 밤 9:15
슈퍼맨이 돌아왔다,12.7,20200322,오후9:15, 11:10
미운 우리 새끼,12.4,20200322,밤9:05, 11:05
꽃길만 걸어요,20.7,20200323,저녁8:30, 9:00
KBS 뉴스 9,16.2,20200323,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,14.5,20200323,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
꽃길만 걸어요,21.0,20200324,저녁8:30, 9:00
우아한 모녀,16.0,20200324,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,14.7,20200324,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,20.5,20200325,저녁8:30, 9:00
우아한 모녀,15.9,20200325,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.8,20200325,밤9시, 10시매주 주말 밤 9시 
꽃길만 걸어요,21.0,20200326,저녁8:30, 9:00
미스터트롯의 맛,18.281,20200326,에러,에러
우아한 모녀,17.1,20200326,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
꽃길만 걸어요,21.3,20200327,저녁8:30, 9:00
KBS 뉴스 9,14.9,20200327,밤9시, 10시매주 주말 밤 9시 
우아한 모녀,14.9,20200327,저녁7:50, 8:25 (본방송)매주 목요일 낮 12:10 
한 번 다녀왔습니다,19.7,20200328,저녁7:55, 밤 9:15
KBS 뉴스 9,11.7,20200328,밤9시, 10시매주 주말 밤 9시 
하이에나 (2020년 드라마),10.45,20200328,밤10:00, 11:10
한 번 다녀왔습니다,23.8,20200329,저녁7:55, 밤 9:15
미운 우리 새끼,13.0,20200329,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.6,20200329,오후9:15, 11:10
꽃길만 걸어요,20.7,20200330,저녁8:30, 9:00
KBS 뉴스 9,14.8,20200330,밤9시, 10시매주 주말 밤 9시 
위험한 약속,10.5,20200330,저녁7:50, 8:30
꽃길만 걸어요,20.6,20200331,저녁8:30, 9:00
KBS 뉴스 9,14.6,20200331,밤9시, 10시매주 주말 밤 9시 
위험한 약속,10.2,20200331,저녁7:50, 8:30
꽃길만 걸어요,19.9,20200401,저녁8:30, 9:00
트롯신이 떴다,13.5,20200401,밤10:00, 11:10
KBS 뉴스 9,13.3,20200401,밤9시, 10시매주 주말 밤 9시 
신청곡을 불러드립니다,22.182,20200402,에러,에러
꽃길만 걸어요,19.8,20200402,저녁8:30, 9:00
신청곡을 불러드립니다,18.502,20200402,에러,에러
꽃길만 걸어요,20.4,20200403,저녁8:30, 9:00
KBS 뉴스 9,15.0,20200403,밤9시, 10시매주 주말 밤 9시 
부부의 세계,14.016,20200403,,에러
한 번 다녀왔습니다,20.6,20200404,저녁7:55, 밤 9:15
하이에나 (2020년 드라마),11.399999999999999,20200404,밤10:00, 11:10
KBS 뉴스 9,10.7,20200404,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,25.05,20200405,저녁7:55, 밤 9:15
미운 우리 새끼,16.766666666666666,20200405,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.6,20200405,오후9:15, 11:10
꽃길만 걸어요,20.5,20200406,저녁8:30, 9:00
KBS 뉴스 9,15.1,20200406,밤9시, 10시매주 주말 밤 9시 
위험한 약속,10.4,20200406,저녁7:50, 8:30
꽃길만 걸어요,20.7,20200407,저녁8:30, 9:00
KBS 뉴스 9,14.2,20200407,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.3,20200407,저녁7:50, 8:30
꽃길만 걸어요,21.5,20200408,저녁8:30, 9:00
KBS 뉴스 9,15.1,20200408,밤9시, 10시매주 주말 밤 9시 
트롯신이 떴다,12.55,20200408,밤10:00, 11:10
꽃길만 걸어요,21.6,20200409,저녁8:30, 9:00
신청곡을 불러드립니다,18.584,20200409,에러,에러
신청곡을 불러드립니다,15.419,20200409,에러,에러
꽃길만 걸어요,21.1,20200410,저녁8:30, 9:00
부부의 세계,16.118,20200410,,에러
KBS 뉴스 9,14.4,20200410,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,22.8,20200411,저녁7:55, 밤 9:15
하이에나 (2020년 드라마),14.45,20200411,밤10:00, 11:10
KBS 뉴스 9,11.1,20200411,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,27.700000000000003,20200412,저녁7:55, 밤 9:15
미운 우리 새끼,13.1,20200412,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.350000000000001,20200412,오후9:15, 11:10
꽃길만 걸어요,21.0,20200413,저녁8:30, 9:00
KBS 뉴스 9,13.7,20200413,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.0,20200413,저녁7:50, 8:30
꽃길만 걸어요,22.2,20200414,저녁8:30, 9:00
KBS 뉴스 9,14.8,20200414,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.7,20200414,저녁7:50, 8:30
KBS 뉴스 9,14.3,20200415,밤9시, 10시매주 주말 밤 9시 
KBS 내 삶을 바꾸는 선택 2020 총선,11.3,20200415,에러,에러
위험한 약속,11.0,20200415,저녁7:50, 8:30
꽃길만 걸어요,21.2,20200416,저녁8:30, 9:00
신청곡을 불러드립니다,19.252,20200416,에러,에러
신청곡을 불러드립니다,16.278,20200416,에러,에러
꽃길만 걸어요,22.2,20200417,저녁8:30, 9:00
부부의 세계,21.406,20200417,,에러
KBS 뉴스 9,14.2,20200417,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,23.6,20200418,저녁7:55, 밤 9:15
부부의 세계,12.8735,20200418,,에러
더 킹 : 영원의 군주,11.3,20200418,밤10:00, 11:20
한 번 다녀왔습니다,28.0,20200419,저녁7:55, 밤 9:15
미운 우리 새끼,12.466666666666669,20200419,밤9:05, 11:05
미스터리 음악쇼 복면가왕,11.3,20200419,저녁6:15, 7:55
기막힌 유산,19.3,20200420,저녁8:30, 9:00
KBS 뉴스 9,13.4,20200420,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.0,20200420,저녁7:50, 8:30
기막힌 유산,18.2,20200421,저녁8:30, 9:00
KBS 뉴스 9,15.4,20200421,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.8,20200421,저녁7:50, 8:30
기막힌 유산,18.3,20200422,저녁8:30, 9:00
KBS 뉴스 9,14.4,20200422,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.9,20200422,저녁7:50, 8:30
신청곡을 불러드립니다,20.087,20200423,에러,에러
기막힌 유산,17.7,20200423,저녁8:30, 9:00
신청곡을 불러드립니다,16.1,20200423,에러,에러
부부의 세계,23.175,20200424,,에러
기막힌 유산,16.2,20200424,저녁8:30, 9:00
KBS 뉴스 9,12.9,20200424,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,23.2,20200425,저녁7:55, 밤 9:15
부부의 세계,11.082,20200425,,에러
KBS 뉴스 9,10.5,20200425,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,26.1,20200426,저녁7:55, 밤 9:15
미운 우리 새끼,13.366666666666667,20200426,밤9:05, 11:05
슈퍼맨이 돌아왔다,10.7,20200426,오후9:15, 11:10
기막힌 유산,18.2,20200427,저녁8:30, 9:00
KBS 뉴스 9,13.8,20200427,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.9,20200427,저녁7:50, 8:30
기막힌 유산,18.9,20200428,저녁8:30, 9:00
KBS 뉴스 9,14.5,20200428,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.3,20200428,저녁7:50, 8:30
기막힌 유산,17.1,20200429,저녁8:30, 9:00
KBS 뉴스 9,12.6,20200429,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.7,20200429,저녁7:50, 8:30
신청곡을 불러드립니다,19.173,20200430,에러,에러
기막힌 유산,17.8,20200430,저녁8:30, 9:00
신청곡을 불러드립니다,15.63,20200430,에러,에러
부부의 세계,23.986,20200501,,에러
기막힌 유산,15.8,20200501,저녁8:30, 9:00
KBS 뉴스 9,12.2,20200501,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,23.65,20200502,저녁7:55, 밤 9:15
부부의 세계,10.948666666666666,20200502,,에러
KBS 뉴스 9,9.9,20200502,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,25.65,20200503,저녁7:55, 밤 9:15
미운 우리 새끼,13.799999999999999,20200503,밤9:05, 11:05
미스터리 음악쇼 복면가왕,10.3,20200503,저녁6:15, 7:55
기막힌 유산,16.5,20200504,저녁8:30, 9:00
KBS 뉴스 9,12.4,20200504,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.3,20200504,저녁7:50, 8:30
기막힌 유산,18.4,20200505,저녁8:30, 9:00
KBS 뉴스 9,13.4,20200505,밤9시, 10시매주 주말 밤 9시 
위험한 약속,12.0,20200505,저녁7:50, 8:30
기막힌 유산,18.0,20200506,저녁8:30, 9:00
KBS 뉴스 9,12.8,20200506,밤9시, 10시매주 주말 밤 9시 
아침마당,11.1,20200506,8시25분, 오전 9시 30분
신청곡을 불러드립니다,20.187,20200507,에러,에러
기막힌 유산,19.0,20200507,저녁8:30, 9:00
신청곡을 불러드립니다,16.57,20200507,에러,에러
부부의 세계,23.92,20200508,,에러
기막힌 유산,16.1,20200508,저녁8:30, 9:00
KBS 뉴스 9,11.3,20200508,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,24.25,20200509,저녁7:55, 밤 9:15
아는 형님,14.005,20200509,밤9:00, 10:40
부부의 세계,10.911333333333333,20200509,,에러
한 번 다녀왔습니다,27.75,20200510,저녁7:55, 밤 9:15
미운 우리 새끼,14.566666666666668,20200510,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.4,20200510,오후9:15, 11:10
기막힌 유산,18.9,20200511,저녁8:30, 9:00
KBS 뉴스 9,15.3,20200511,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.8,20200511,저녁7:50, 8:30
기막힌 유산,18.6,20200512,저녁8:30, 9:00
KBS 뉴스 9,13.4,20200512,밤9시, 10시매주 주말 밤 9시 
위험한 약속,11.0,20200512,저녁7:50, 8:30
기막힌 유산,17.9,20200513,저녁8:30, 9:00
KBS 뉴스 9,12.8,20200513,밤9시, 10시매주 주말 밤 9시 
뽕숭아학당,11.125,20200513,밤10:00, 12:30
신청곡을 불러드립니다,20.476,20200514,에러,에러
기막힌 유산,18.6,20200514,저녁8:30, 9:00
신청곡을 불러드립니다,16.173,20200514,에러,에러
부부의 세계,27.975,20200515,,에러
기막힌 유산,17.5,20200515,저녁8:30, 9:00
KBS 뉴스 9,11.5,20200515,밤9시, 10시매주 주말 밤 9시 
한 번 다녀왔습니다,24.35,20200516,저녁7:55, 밤 9:15
부부의 세계,18.1065,20200516,,에러
아는 형님,14.393,20200516,밤9:00, 10:40
한 번 다녀왔습니다,28.75,20200517,저녁7:55, 밤 9:15
