방송일시,방송시간,상품명,상품군,판매단가
2020-02-07,0:22,LG노트북올데이그램15인치(15Z90N-VR30K),가전,1840000
2020-02-07,1:23,[10%즉시할인]제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-02-07,2:20,래쉬톡원터치속눈썹(동공형X8+눈꼬리형X6+3D형X4),이미용,58900
2020-02-07,5:21,보랄더쉐프초고속블랜더,주방,99000
2020-02-07,6:21,산돌배도라지발효추출액90포,농수축,78900
2020-02-07,7:21,NNF니트맨투맨2종,의류,48000
2020-02-07,8:21,마르엘라로사티에코무스탕1종,의류,68000
2020-02-07,9:21,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-02-07,10:21,국내산손질햇大갑오징어9팩,농수축,48900
2020-02-07,11:21,(2020)천수봉명인선재전통메주세트,농수축,89900
2020-02-07,12:22,아르테사노리얼카이만악어토트백,잡화,348000
2020-02-07,13:22,대동모피19FW휘메일풀스킨밍크하프코트,의류,1479000
2020-02-07,14:22,(무이자)매직쉐프플랫타입전자레인지,주방,109000
2020-02-07,15:22,(일시불)박경호녹용활력명작6박스/120포,건강기능,138000
2020-02-07,16:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-02-07,17:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-02-07,18:22,컬럼비아옴니위크드로즈패키지10종,속옷,68000
2020-02-07,19:22,(무이자)쿠첸압력밥솥6인용,주방,148000
2020-02-07,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-07,21:22,LG울트라HDTV65UM7900BNA,가전,1540000
2020-02-07,22:22,국내산손질햇大갑오징어9팩,농수축,48900
2020-02-07,23:22,동양생명실속하나로암보험(체증형),무형,0
2020-02-08,0:22,(상담예약)슬리미플러스렌탈,무형,0
2020-02-08,1:23,디그노소가죽스니커즈+니트슬립온,잡화,38000
2020-02-08,2:20,에어로팡팡배관청소기,생활용품,88000
2020-02-08,4:00,조이앤피스양가죽앵클부츠,잡화,88200
2020-02-08,5:21,캐리어에어컨AMC16VX3SAGH+드립포트,가전,1749000
2020-02-08,6:21,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-02-08,7:21,리복델타언더셔츠6종패키지,속옷,68000
2020-02-08,8:21,셀렉프로뚝배기전기밥솥(멀티쿠커),주방,69000
2020-02-08,9:21,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-08,10:21,프리지아안단티노솝베리헤어컬러(본품X2+리필X4)+샴푸,이미용,48800
2020-02-08,11:21,에지리스텐큐브프라이팬4종+도마,주방,161000
2020-02-08,12:22,구찌씨마베이직양면울머플러,잡화,379000
2020-02-08,13:22,LG생활건강샤프란아우라고농축섬유유연제1LX8개+스타일러500mlX2+윌유메리미200ml,생활용품,29900
2020-02-08,14:22,한일대용량스텐분쇄믹서기,주방,108800
2020-02-08,15:22,청정수산완도활전복29~32미,농수축,49900
2020-02-08,16:22,강원도양구간편시래기15팩,농수축,29900
2020-02-08,17:22,DB손해보험참좋은운전자보험,무형,0
2020-02-08,18:22,휴렉음식물처리기+홈케어서비스,무형,0
2020-02-08,19:22,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-08,20:22,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-02-08,21:22,국내산손질햇갑오징어9팩,농수축,48900
2020-02-08,22:22,보루네오루나시즌2유로탑멀티수납형LED침대킹,가구,647000
2020-02-08,23:22,대명아임레디더행복한플랜(싱글),무형,0
2020-02-09,0:22,(상담접수상품)뇌새김영어렌탈,무형,0
2020-02-09,1:23,컨시크올데이핏아이라이너(블랙X2+브라운X2+브로우펜슬+파우치),이미용,48900
2020-02-09,2:20,JM솔루션꿀광프로폴리스하이드로겔마스크(꿀광X4+청광+윤광+무료체험)+아이크림,이미용,78800
2020-02-09,4:20,조이앤피스소가죽롱부츠,잡화,79200
2020-02-09,5:21,현대어찬손질갈치12팩,농수축,36900
2020-02-09,6:21,니봇스마트밥솥,주방,54000
2020-02-09,7:21,크리스티나앤코리버시블패딩,의류,38000
2020-02-09,8:21,안국루테인미니1005박스,건강기능,58000
2020-02-09,9:21,대동모피패션밍크후드롱코트(19FW),의류,689000
2020-02-09,10:21,에트로아르니카멀티백(1I434-8278),잡화,437000
2020-02-09,11:30,코이모리빙박스8종,주방,47800
2020-02-09,12:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-09,13:22,네오젠코드나인메탈마스카라본품X2+리필X3+아이리무버,이미용,58900
2020-02-09,14:22,피시원국내산햇손질문어7팩,농수축,48900
2020-02-09,15:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-09,16:22,고창꿀고구마총10kg,농수축,29900
2020-02-09,17:22,램프쿡자동회전냄비,주방,99000
2020-02-09,18:22,동양생명실속하나로암보험(체증형),무형,0
2020-02-09,19:22,(상담예약)슬리미플러스렌탈,무형,0
2020-02-09,20:22,(무이자)국내제조노비타뉴스파비데1+1무료설치,생활용품,428000
2020-02-09,21:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-02-09,22:22,LG울트라HDTV65UM7900BNA,가전,1540000
2020-02-09,23:22,(무이자)선일금고이볼브시리즈EV-040,생활용품,480000
2020-02-10,0:22,리복스피드윅에어리라이트브라패키지,속옷,118000
2020-02-10,1:23,에버라스트드로즈10+4종,속옷,38900
2020-02-10,2:00,월드컵남성방한트레킹화+패딩슈즈,잡화,38800
2020-02-10,3:20,디그노소가죽스니커즈+니트슬립온,잡화,38000
2020-02-10,5:21,[10%즉시할인]조이앤피스소가죽롱부츠,잡화,79200
2020-02-10,6:01,[10%즉시할인]조이앤피스양가죽앵클부츠,잡화,88200
2020-02-10,6:21,쿠진나이프케어살균건조기(시즌2),주방,147000
2020-02-10,7:21,헤스티지쥬디여성양가죽코트,의류,198000
2020-02-10,8:21,(1만원세일)뉴트리원다이어트구미시즌2총2박스/12주분,건강기능,68000
2020-02-10,9:21,아키풀커버라이크라레이스패키지(106차)총7세트,속옷,78900
2020-02-10,10:21,아르테사노리얼카이만악어토트백,잡화,348000
2020-02-10,11:21,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-02-10,12:22,브루마스샤샤소가죽부띠,잡화,38000
2020-02-10,13:22,DB손해보험참좋은운전자보험,무형,0
2020-02-10,14:22,칼리베이직2019패브릭백4종(시즌3),잡화,53100
2020-02-10,15:22,실크테라피RXPRO탈모샴푸(480mlX5+105mlX4+무료체험분),이미용,58900
2020-02-10,16:22,램프쿡자동회전냄비,주방,99000
2020-02-10,17:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+플라센타아이크림,이미용,39800
2020-02-10,18:22,현대렌탈케어정수기렌탈,무형,0
2020-02-10,19:22,푸마스트레치심리스드로즈11종+1종,속옷,88000
2020-02-10,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-10,21:22,LG울트라HDTV75UM7100KNB,가전,2290000
2020-02-10,22:22,(무이자)LG전자매직스페이스냉장고+큐브믹서기,가전,1489000
2020-02-10,23:22,피시원국내산햇손질문어7팩,농수축,48900
2020-02-11,0:22,넥센타이어렌탈서비스,무형,0
2020-02-11,1:23,라쉬반프리미엄에디션포머로이드로즈패키지+캐리어,속옷,118000
2020-02-11,2:20,동양생명실속하나로암보험(체증형),무형,0
2020-02-11,3:20,에버라스트제니스백팩3종,잡화,58000
2020-02-11,5:00,[10%즉시할인]조이앤피스양가죽앵클부츠,잡화,88200
2020-02-11,5:21,슬로푸드도라지품은산돌배즙6박스/총60포,잡화,58900
2020-02-11,6:21,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-11,7:21,메가비타바이탈케어트리플3박스,건강기능,88000
2020-02-11,8:21,[10%즉시할인]유리진퀼팅패딩3종,의류,43200
2020-02-11,9:21,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-02-11,10:21,국내산손질통오징어21미,농수축,41900
2020-02-11,11:21,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-02-11,12:22,생쥴랑18K베니스주얼리컬렉션11종,잡화,298000
2020-02-11,13:22,고데롤플러스,농수축,48900
2020-02-11,14:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-02-11,15:22,한일대용량스텐분쇄믹서기,주방,108800
2020-02-11,16:22,귤로올레2020햇천혜향2.5kgX2박스(박스당8-12과),농수축,39900
2020-02-11,17:22,하림뼈없는양념닭발세트,농수축,39900
2020-02-11,18:22,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-11,19:22,노비타스마트비데+필터(무료설치),생활용품,188000
2020-02-11,20:22,화산농협해남황토호박고구마7kg특/특,농수축,29610
2020-02-11,21:22,캐리어에어컨AMC16VX3SAGH+드립포트,가전,1749000
2020-02-11,22:22,보루네오루나시즌2유로탑멀티수납형LED침대킹,가구,647000
2020-02-11,23:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-12,0:22,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-02-12,1:23,(일시불)선일금고이볼브시리즈EV-040,생활용품,440000
2020-02-12,2:20,아이앤아이퀵래쉬속눈썹세트총14쌍,이미용,58000
2020-02-12,4:20,제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-02-12,5:21,프리모5단+5단+3단폴딩선반,주방,189000
2020-02-12,6:21,헤스티지쥬디여성양가죽코트,의류,198000
2020-02-12,7:21,뱅네프생토노레사봉파퓨메1779(135gX16+60gX8)+바디브러쉬,이미용,58000
2020-02-12,8:21,삼육두유검은콩과칼슘105팩세트,농수축,44900
2020-02-12,9:21,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-12,10:21,구찌씨마베이직양면울머플러,잡화,379000
2020-02-12,11:21,양구펀치볼시래기16봉,농수축,29900
2020-02-12,12:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-12,13:22,푸마주니어데일리홈웨어세트6종,의류,68000
2020-02-12,14:22,시스마르스소가죽프렌치로퍼,잡화,33800
2020-02-12,15:22,(무이자)매직쉐프플랫타입전자레인지,주방,109000
2020-02-12,16:22,청정수산완도활전복29~32미,농수축,49900
2020-02-12,17:22,동양생명실속하나로암보험(체증형),무형,0
2020-02-12,18:22,에지리스텐큐브프라이팬4종+도마,주방,161000
2020-02-12,19:22,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-02-12,20:22,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-12,21:22,(무이자)LG전자매직스페이스냉장고+큐브믹서기,가전,1489000
2020-02-12,22:22,LG울트라HDTV55UM7900BNA,가전,1090000
2020-02-12,23:22,캐리어에어컨AMC16VX3SAGH+드립포트,가전,1749000
2020-02-13,0:22,닥터슈퍼루테인13박스,건강기능,58900
2020-02-13,1:23,"(렌탈)쿠쿠펫드라이룸,펫공기청정기",무형,0
2020-02-13,2:20,조이앤피스소가죽롱부츠,잡화,79200
2020-02-13,3:20,디즈니19F/W여성기모라운드맨투맨3종,의류,38000
2020-02-13,4:20,에버라스트제니스백팩3종,잡화,58000
2020-02-13,5:21,아가타골드팁펌프스2종(펌프스+플랫슈즈),잡화,58900
2020-02-13,6:21,메디아글램카이만엠보소가죽토트백+클러치백+폭스키홀더,잡화,78000
2020-02-13,7:21,니봇스마트밥솥,주방,54000
2020-02-13,8:21,네오젠에이지큐어원미닛링클리프트2박스+크림,이미용,58900
2020-02-13,9:21,신일롤링스톤2IN1무선청소기,생활용품,99000
2020-02-13,10:21,오세득본갈비탕10팩,농수축,59900
2020-02-13,11:21,셀럽by재클린새치컬러염색제시즌27박스,이미용,38800
2020-02-13,12:22,올바로문어발샤워기1+1,생활용품,53900
2020-02-13,13:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-13,14:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-02-13,15:22,레이프릴데일리이너패키지,속옷,38900
2020-02-13,16:22,병천아우내옛날순대국총20팩(육수X10+야채순대국밥고기X5+찰순대국밥고기X5),농수축,29900
2020-02-13,17:22,화산농협해남황토호박고구마7kg특/특,농수축,29610
2020-02-13,18:22,피시원국내산햇손질문어7팩,농수축,48900
2020-02-13,19:22,(스타일픽)마르엘라로사티셔링블라우스4종,의류,44010
2020-02-13,19:52,(스타일픽)뱅뱅남성데님팬츠3종,의류,53010
2020-02-13,20:22,TNGTW소프트니트3종,의류,25200
2020-02-13,20:52,헤스티지여성스타디움자켓,의류,160200
2020-02-13,21:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-02-13,22:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+플라센타아이크림,이미용,39800
2020-02-13,23:22,프리드450상조서비스(1),무형,0
2020-02-14,0:22,리복델타언더셔츠6종패키지,속옷,68000
2020-02-14,1:23,(상담예약)슬리미플러스렌탈,무형,0
2020-02-14,2:20,NNF니트맨투맨2종,의류,48000
2020-02-14,5:21,동양생명실속하나로암보험(체증형),무형,0
2020-02-14,6:21,마르엘라로사티셔링블라우스4종,의류,48900
2020-02-14,7:21,칼리베이직2019패브릭백4종(시즌3),잡화,53100
2020-02-14,8:21,am인덕션과IH냄비세트,주방,98000
2020-02-14,9:21,브루마스샤샤소가죽부띠,잡화,38000
2020-02-14,10:21,헤스티지쥬디여성양가죽코트,의류,198000
2020-02-14,11:21,셀렉프로뚝배기전기밥솥(멀티쿠커),주방,69000
2020-02-14,12:22,휴렉음식물처리기+홈케어서비스,무형,0
2020-02-14,13:22,끌레르드비쥬실버9255대보석스타일반지주얼리풀세트,잡화,527000
2020-02-14,14:22,아르테사노리얼카이만악어토트백,잡화,348000
2020-02-14,15:22,한일대용량스텐분쇄믹서기,주방,108800
2020-02-14,16:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-14,17:22,통뼈감자탕8팩,농수축,39900
2020-02-14,18:22,귤로올레2020햇천혜향2.5kgX2박스(박스당8-12과),농수축,39900
2020-02-14,19:22,푸마스트레치심리스드로즈11종+1종,속옷,88000
2020-02-14,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-14,21:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-02-14,22:22,국내산손질햇갑오징어9팩,농수축,48900
2020-02-14,23:22,LG울트라HDTV65UM7900BNA,가전,1540000
2020-02-15,0:22,(무이자)삼성노트북7기본형NT730XBE-K24HS(복합기+갤럭시버즈),가전,1079000
2020-02-15,1:23,옛날그쥐포110장(11팩),농수축,31900
2020-02-15,2:20,대명아임레디더행복한플랜(싱글),무형,0
2020-02-15,5:21,아가타골드팁펌프스2종(펌프스+플랫슈즈),잡화,58900
2020-02-15,6:21,벨라홈스마트멀티포트1+1세트,주방,38800
2020-02-15,7:21,임페리얼남성니트4종,의류,38000
2020-02-15,8:21,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-02-15,9:21,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-02-15,10:21,구찌씨마베이직양면울머플러,잡화,379000
2020-02-15,11:21,에지리스텐큐브프라이팬4종+도마,주방,161000
2020-02-15,12:22,리복델타언더셔츠6종패키지,속옷,68000
2020-02-15,13:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-15,14:22,시스마르스플렉시블웨지펌프스(SS),잡화,28800
2020-02-15,15:22,프리지아안단티노솝베리헤어컬러(본품X2+리필X4)+샴푸,이미용,48800
2020-02-15,16:22,양구펀치볼시래기16봉,농수축,29900
2020-02-15,17:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-02-15,18:22,더케이예다함상조서비스(티포트),무형,0
2020-02-15,19:22,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-15,20:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+플라센타아이크림,이미용,39800
2020-02-15,21:22,영산포숙성홍어회7팩,농수축,28900
2020-02-15,22:22,고창꿀고구마총10kg,농수축,29900
2020-02-15,23:22,휴렉음식물처리기+홈케어서비스,무형,0
2020-02-16,0:22,래쉬톡원터치속눈썹(동공형X8+눈꼬리형X6+3D형X4),이미용,58900
2020-02-16,1:23,때르미오때술술장갑때쏙비누세트(때술술장갑X9+때쏙비누X10+등타올+페이스장갑),이미용,38900
2020-02-16,2:20,멋진밥상흥양농협햅쌀20kg,농수축,56900
2020-02-16,3:20,조이앤피스소가죽롱부츠,잡화,79200
2020-02-16,5:21,관절염치료의료기기닥터88,무형,0
2020-02-16,6:21,암블로19F/W남성트레킹화3종,잡화,48800
2020-02-16,7:21,리복델타언더셔츠6종패키지,속옷,68000
2020-02-16,8:21,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-02-16,9:21,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-16,10:21,LG생활건강샤프란아우라고농축섬유유연제1LX8개+스타일러500mlX2+윌유메리미200ml,생활용품,29900
2020-02-16,11:21,네오젠코드나인메탈마스카라본품X2+리필X3+아이리무버,이미용,58900
2020-02-16,12:22,램프쿡자동회전냄비,주방,99000
2020-02-16,13:22,아키풀커버라이크라레이스패키지(106차)총7세트,속옷,78900
2020-02-16,14:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-02-16,15:22,고칼슘검은콩두유48팩+호두아몬드두유48팩,농수축,29900
2020-02-16,16:22,청정수산완도활전복29~32미,농수축,49900
2020-02-16,17:22,임페리얼남성스트레치팬츠3종,의류,48000
2020-02-16,18:22,국내산손질햇갑오징어9팩,농수축,48900
2020-02-16,19:22,팔로모매트릭스,무형,0
2020-02-16,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-16,21:22,(일시불)LG전자매직스페이스냉장고+큐브믹서기,가전,1349000
2020-02-16,22:22,LG울트라HDTV55UM7900BNA,가전,1090000
2020-02-16,23:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-17,0:22,라쉬반프리미엄에디션포머로이드로즈패키지+캐리어,속옷,118000
2020-02-17,1:23,리복델타언더셔츠6종패키지,속옷,68000
2020-02-17,2:00,실리만세라도자기밀폐용기세트,주방,89000
2020-02-17,3:20,브루마스댄디양가죽앵클,잡화,48000
2020-02-17,4:20,"(렌탈)쿠쿠펫드라이룸,펫공기청정기",무형,0
2020-02-17,5:20,하우홈초고속진공쿠킹블렌더,주방,179000
2020-02-17,6:20,아테스토니레이스커버쿠션(본품X2+리필X3+진동퍼프기기+진동퍼프교체커버X2+립스틱),이미용,58900
2020-02-17,7:20,헤스티지쥬디여성양가죽코트,의류,198000
2020-02-17,8:20,올바로문어발샤워기1+1,생활용품,53900
2020-02-17,9:21,브루마스샤샤소가죽부띠,잡화,38000
2020-02-17,10:21,델키생선구이오븐(DKT-100)(철가마냄비+후라이팬1종),주방,88000
2020-02-17,11:21,2020안동간고등어20팩,농수축,29900
2020-02-17,12:21,삼성화재천만안심건강보험(암보험),무형,0
2020-02-17,13:21,실크테라피오리지널에센스패키지(에센스(150mlX3+60mlX3+15mlX7)+실크인퓨전+샴푸),이미용,68900
2020-02-17,14:22,구찌씨마베이직양면울머플러,잡화,379000
2020-02-17,15:22,프리모5단+5단+3단폴딩선반,주방,189000
2020-02-17,16:22,생쥴랑18K베니스주얼리컬렉션11종,잡화,298000
2020-02-17,17:23,국내산손질햇갑오징어9팩,농수축,48900
2020-02-17,18:23,박미란한식대가소고기들깨탕8팩,농수축,38900
2020-02-17,19:23,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-02-17,20:24,영산포숙성홍어회7팩,농수축,28900
2020-02-17,21:24,(무이자)LG전자매직스페이스냉장고+큐브믹서기,가전,1489000
2020-02-17,22:24,현대해상(무)하이콜운전자상해보험,무형,0
2020-02-17,23:24,(무이자)선일금고이볼브시리즈EV-040,생활용품,480000
2020-02-18,0:25,브루마스댄디양가죽앵클,잡화,48000
2020-02-18,1:25,프리드450상조서비스,무형,0
2020-02-18,2:20,"광동제약석류100,총5박스",건강기능,78900
2020-02-18,2:40,(일시불)박경호녹용활력명작6박스/120포,건강기능,138000
2020-02-18,3:20,조이앤피스소가죽롱부츠,잡화,79200
2020-02-18,4:20,유리진퀼팅패딩3종,의류,43200
2020-02-18,5:20,바로바로무선청소기+필터1개추가,생활용품,88000
2020-02-18,6:20,잭필드남성봄팬츠3종,의류,58800
2020-02-18,7:20,래쉬톡원터치속눈썹(동공형X8+눈꼬리형X6+3D형X4),이미용,58900
2020-02-18,8:20,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-18,9:21,뱅뱅남성데님팬츠3종,의류,58900
2020-02-18,10:21,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-02-18,11:21,구찌씨마베이직양면울머플러,잡화,379000
2020-02-18,12:22,아가타골드팁펌프스2종(펌프스+플랫슈즈),잡화,58900
2020-02-18,13:22,삼육두유검은콩과칼슘105팩세트,농수축,44900
2020-02-18,14:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-02-18,15:22,헤스티지쥬디여성양가죽코트,의류,198000
2020-02-18,16:23,비비고만두(왕교자X2+김치왕교자X2+매운왕교자X2+고기만두X2+김치만두X2),농수축,29900
2020-02-18,17:23,세라맥스포터블원적외선전기레인지,주방,98000
2020-02-18,18:23,양구펀치볼시래기16봉,농수축,29900
2020-02-18,19:24,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-18,20:24,DB손해보험참좋은운전자보험,무형,0
2020-02-18,21:24,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-02-18,22:25,LG울트라HDTV75UM7100KNB,가전,2290000
2020-02-18,23:25,(상담예약)셀리턴LED마스크렌탈,무형,0
2020-02-19,0:25,넥센타이어렌탈서비스,무형,0
2020-02-19,1:25,(무이자)밀레푸쉬풀프리미엄도어락(국내제조/설치무료),생활용품,238000
2020-02-19,2:20,전기식회전통그릴드럼쿡,주방,169000
2020-02-19,3:20,USPA화이트라벨남성케이블니트,의류,108000
2020-02-19,4:20,보몽드앨리스60수순면바이오워싱침구세트SK(슈퍼킹),침구,118900
2020-02-19,5:20,멋진밥상흥양농협햅쌀20kg,농수축,56900
2020-02-19,6:20,시스마르스플렉시블웨지펌프스(SS),잡화,28800
2020-02-19,7:20,AHC스킨케어링톤커버크림(50mlX3+10mlX3)+립라커+여행용1mlX20+무료체험분,이미용,58900
2020-02-19,8:20,오즈페토소가죽올데이슬립온,잡화,33000
2020-02-19,9:20,끌레르드비쥬실버9255대보석스타일반지주얼리풀세트,잡화,527000
2020-02-19,10:21,레이프릴오가닉코튼보정팬티12종,속옷,38900
2020-02-19,11:21,2020안동간고등어20팩,농수축,29900
2020-02-19,12:21,브루마스샤샤소가죽부띠,잡화,38000
2020-02-19,13:21,동양생명실속하나로암보험(체증형),무형,0
2020-02-19,14:22,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-02-19,15:22,김영근명인의우리도토리칼국수세트(칼국수X14+해물칼국수소스X10+장칼국수소스X4),농수축,38900
2020-02-19,16:22,대저농협2020햇대저토마토2.5kgX2,농수축,38900
2020-02-19,17:23,(무이자)쿠첸압력밥솥10인용,주방,168000
2020-02-19,18:23,노비타스마트비데+필터(무료설치),생활용품,188000
2020-02-19,19:24,비버리힐스폴로클럽남성기초세트X3+골드아이크림+플라센타아이크림,이미용,39800
2020-02-19,20:24,현대렌탈케어정수기렌탈,무형,0
2020-02-19,21:24,고창꿀고구마총10kg,농수축,29900
2020-02-19,22:24,보루네오루나시즌2유로탑멀티수납형LED침대킹,가구,647000
2020-02-19,23:24,라쉬반프리미엄에디션포머로이드로즈패키지+캐리어,속옷,118000
2020-02-20,0:22,동양생명실속하나로암보험(체증형),무형,0
2020-02-20,1:22,루시헨느레이스홀리데이란쥬패키지,속옷,88900
2020-02-20,2:20,오행자금동전파스두세트,건강기능,68800
2020-02-20,3:20,반찬명가녹선명장의9첩반상반찬세트+고추비빔장,농수축,29900
2020-02-20,4:20,동양생명실속하나로암보험(체증형),무형,0
2020-02-20,5:20,"광동제약석류100,총5박스",건강기능,78900
2020-02-20,5:40,팔레오크릴오일10006박스,건강기능,178000
2020-02-20,6:20,턴블러거품기,주방,68000
2020-02-20,7:20,마르조여성샌즈항공점퍼2종,의류,48800
2020-02-20,8:20,파뷔에팬지대형후라이팬세트(후라이팬총5종+도마2종),주방,58800
2020-02-20,9:21,브루마스양가죽스퀘어펌프스,잡화,48000
2020-02-20,10:21,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-02-20,11:21,다농이네못난이사과10kg,농수축,28900
2020-02-20,12:21,삼성화재천만안심건강보험(암보험),무형,0
2020-02-20,13:21,[NSShop+]소파스킨스마르틴4인용,이미용,127000
2020-02-20,14:22,프리지아안단티노솝베리헤어컬러(본품X2+리필X4)+샴푸,이미용,48800
2020-02-20,15:22,한일대용량스텐분쇄믹서기,주방,108800
2020-02-20,16:23,화산농협해남황토호박고구마7kg특/특,농수축,29610
2020-02-20,17:23,CERINIbyPAT남성니트스웨터4종,의류,58900
2020-02-20,18:23,삼성화재행복한파트너주택상해운전자(올케어),무형,0
2020-02-20,19:23,(스타일픽)마르조여성벨리타풀코디4종(블라우스+원피스+베스트+팬츠),의류,61920
2020-02-20,20:24,(스타일픽)예쎄랑세배색니트셋업2종,의류,52200
2020-02-20,21:24,푸마시그니처캣드로즈패키지(11+1종),속옷,88000
2020-02-20,22:24,피시원국내산햇손질문어7팩,농수축,48900
2020-02-20,23:25,귤로올레2020햇천혜향2.5kgX2박스(박스당8-12과),농수축,39900
2020-02-21,0:25,넥센타이어렌탈서비스,무형,0
2020-02-21,1:25,래쉬톡원터치속눈썹(동공형X8+눈꼬리형X6+3D형X4),이미용,58900
2020-02-21,2:20,강레오의탕요일5종총11팩,농수축,58900
2020-02-21,3:20,보몽드앨리스60수순면바이오워싱침구세트SK(슈퍼킹),침구,118900
2020-02-21,4:20,조이앤피스양가죽앵클부츠,잡화,88200
2020-02-21,5:20,뉴웨이볼륨브러쉬3종,이미용,38900
2020-02-21,6:20,휴렉음식물처리기+홈케어서비스,무형,0
2020-02-21,7:20,오가닉뷰티360도노라인코튼브라세트4종+패드,속옷,48900
2020-02-21,8:20,(일시불)종근당건강락토핏생유산균골드6통+60포,건강기능,74050
2020-02-21,9:21,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-02-21,10:21,양구펀치볼시래기16봉,농수축,29900
2020-02-21,11:21,페라가모쿠오레실버메탈시계,잡화,789000
2020-02-21,12:22,아가타골드팁펌프스2종(펌프스+플랫슈즈),잡화,58900
2020-02-21,13:22,고데롤플러스,농수축,48900
2020-02-21,14:22,삼성화재천만안심건강보험(암보험),무형,0
2020-02-21,15:22,신일미니밥솥(화이트),생활용품,59900
2020-02-21,16:23,(무이자)종근당건강락토핏생유산균골드6통+60포,건강기능,78000
2020-02-21,17:23,국내산손질통오징어21미,농수축,41900
2020-02-21,18:23,테팔청소기에어포스360에센셜,생활용품,249000
2020-02-21,19:24,헤드2020네오드로즈9종패키지,속옷,58000
2020-02-21,20:24,(무이자)종근당건강락토핏생유산균골드6통+60포,건강기능,78000
2020-02-21,21:24,화산농협해남황토호박고구마7kg특/특,농수축,29610
2020-02-21,22:25,비버리힐스폴로클럽남성기초세트X3+골드아이크림+플라센타아이크림,이미용,39800
2020-02-21,23:25,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
