방송일시,방송시간,상품명,상품군,판매단가
2020-01-01,0:22,삼성화재행복한파트너주택화재보험,무형,0
2020-01-01,1:22,더케이예다함상조서비스(티포트),무형,0
2020-01-01,2:20,(일시불)황금관절4개월분,건강기능,157000
2020-01-01,3:20,KF94엔웰스황사방역마스크100매,생활용품,57900
2020-01-01,5:20,삼성화재행복한파트너주택화재보험,무형,0
2020-01-01,6:20,굿프렌드스트레칭안마매트GOOD-A7,생활용품,199000
2020-01-01,7:20,마르엘라로사티에코무스탕1종,의류,78000
2020-01-01,8:21,오델로여성겨울모자3종,잡화,28800
2020-01-01,9:21,VONIN보닌남성기초세트,이미용,53000
2020-01-01,10:21,헤스티지엘레나라쿤양가죽콤비롱코트,의류,298000
2020-01-01,11:21,코치뉴베네트크로스백,잡화,198000
2020-01-01,12:21,DB손해보험참좋은운전자보험,무형,0
2020-01-01,13:22,레이프릴오가닉코튼보정팬티12종,속옷,38900
2020-01-01,14:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-01,15:22,램프쿡자동회전냄비,주방,99000
2020-01-01,16:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-01-01,17:22,국내산손질햇갑오징어9팩,농수축,48900
2020-01-01,18:22,(무이자)쿠첸압력밥솥10인용,주방,168000
2020-01-01,19:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-01,20:22,현대렌탈케어정수기렌탈,무형,0
2020-01-01,21:22,LG울트라HDTV55UM7900BNA,가전,1140000
2020-01-01,22:22,(무이자)장수클래식흙카우치,가구,1660000
2020-01-01,23:22,비버리힐스폴로클럽남성기초세트(골드아이크림+콜라겐아이크림),이미용,38800
2020-01-02,0:22,DB손해보험참좋은운전자보험,무형,0
2020-01-02,1:22,헤스티지엘레나라쿤양가죽콤비롱코트,의류,298000
2020-01-02,2:20,(일시불)관절팔팔총6병,건강기능,178000
2020-01-02,3:20,더케이예다함상조서비스(티포트),무형,0
2020-01-02,4:20,(일시불)박경호녹용활력명작6박스/120포,건강기능,138000
2020-01-02,5:20,(일시불)황금관절4개월분,건강기능,157000
2020-01-02,6:20,아이러브허브찜질팩5종세트,이미용,68000
2020-01-02,7:20,브루마스벨라V앵클부츠,잡화,48000
2020-01-02,8:21,네오젠에이지큐어원미닛링클리프트2박스+크림,이미용,58900
2020-01-02,9:21,IH옛가마솥세트,주방,59000
2020-01-02,10:21,영산포숙성홍어회7팩,농수축,28900
2020-01-02,11:21,오세득본갈비탕10팩,농수축,59900
2020-01-02,12:21,암블로19F/W남성트레킹화3종,잡화,48800
2020-01-02,13:22,휴렉음식물처리기+홈케어서비스,무형,0
2020-01-02,14:22,[10%즉시할인]조이앤피스양가죽니트부츠,잡화,61200
2020-01-02,15:22,정직한농부의석류4박스,농수축,58900
2020-01-02,16:22,통영바다의보물국내산냉동참굴200gX12팩,농수축,38900
2020-01-02,17:22,고창꿀고구마총10kg,농수축,29900
2020-01-02,18:22,안동간고등어20팩,농수축,29900
2020-01-02,19:22,(무이자)국내제조노비타뉴스파비데무료설치1+1,생활용품,428000
2020-01-02,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-01-02,21:22,비버리힐스폴로클럽남성기초세트(골드아이크림+콜라겐아이크림),이미용,38800
2020-01-02,22:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-01-02,23:22,(무이자)선일금고이볼브시리즈EV-020,생활용품,430000
2020-01-03,0:22,프리드450상조서비스(1),무형,0
2020-01-03,1:22,네오젠코드나인메탈마스카라본품X2+리필X3+아이리무버,이미용,58900
2020-01-03,2:20,팔레오크릴오일100012박스/총12개월분,건강기능,327000
2020-01-03,3:20,(일시불)관절팔팔총6병,건강기능,178000
2020-01-03,4:20,캐리어공기청정기25형(ACAPSF082HRHW)+추가필터,가전,449000
2020-01-03,6:20,[10%즉시할인]제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-01-03,7:20,크리스티나앤코리버시블패딩,의류,48000
2020-01-03,8:21,(무이자)클란츠멀티쿡,주방,63800
2020-01-03,9:21,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-03,10:21,KF94엔웰스황사방역마스크100매,생활용품,47900
2020-01-03,11:21,에트로아르니카멀티백(1I434-8278),잡화,437000
2020-01-03,12:21,현대해상(무)하이콜운전자상해보험,무형,0
2020-01-03,13:22,레이프릴오가닉코튼보정팬티12종,속옷,38900
2020-01-03,14:22,베트남대왕망고5kg,농수축,48900
2020-01-03,15:22,브루마스벨라V앵클부츠,잡화,48000
2020-01-03,16:22,대동모피패션밍크후드롱코트(19FW),의류,689000
2020-01-03,17:22,램프쿡자동회전냄비,주방,99000
2020-01-03,18:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-03,19:22,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-03,20:22,보루네오루나시즌2유로탑멀티수납형LED침대킹,가구,647000
2020-01-03,21:22,(무이자)LG전자매직스페이스냉장고,가전,1489000
2020-01-03,22:22,캐리어공기청정기25형(ACAPSF082HRHW)+추가필터,가전,449000
2020-01-03,23:22,"(상담예약)참좋은여행하문,샤먼",무형,0
2020-01-04,0:22,팔로모매트릭스,무형,0
2020-01-04,1:22,옛날그쥐포110장(11팩),농수축,31900
2020-01-04,2:20,프리드450상조서비스(1),무형,0
2020-01-04,3:20,프로닥스시트세제더블세트+세탁조3팩,생활용품,78800
2020-01-04,6:20,(무이자)정관장홍삼활력5박스,건강기능,197000
2020-01-04,7:20,NNF여성롱패딩코트1종,의류,48000
2020-01-04,8:21,네오젠에이지큐어원미닛링클리프트2박스+크림,이미용,58900
2020-01-04,9:21,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-04,10:21,코치뉴베네트크로스백,잡화,198000
2020-01-04,11:21,KF94엔웰스황사방역마스크100매,생활용품,47900
2020-01-04,12:21,안동간고등어20팩,농수축,29900
2020-01-04,13:22,네오젠코드나인메탈마스카라본품X2+리필X3+아이리무버,이미용,58900
2020-01-04,14:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-01-04,15:22,한일대용량스텐분쇄믹서기,주방,108800
2020-01-04,16:22,국내산손질햇갑오징어9팩,농수축,48900
2020-01-04,17:22,멋진밥상흥양농협햅쌀20kg,농수축,56900
2020-01-04,18:22,"(상담예약)참좋은여행하문,샤먼",무형,0
2020-01-04,19:22,(일시불)국내제조노비타뉴스파비데무료설치,생활용품,199000
2020-01-04,20:22,VONIN보닌남성기초세트,이미용,53000
2020-01-04,21:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-01-04,22:22,영산포숙성홍어회7팩,농수축,28900
2020-01-04,23:22,"(상담예약)참좋은여행하문,샤먼",무형,0
2020-01-05,0:22,[10%즉시할인]제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-01-05,1:22,네오젠코드나인메탈마스카라본품X2+리필X3+아이리무버,이미용,58900
2020-01-05,2:20,캐리어공기청정기25형(ACAPSF082HRHW)+추가필터,가전,449000
2020-01-05,3:20,팔로모매트릭스,무형,0
2020-01-05,6:20,크리스티나앤코리버시블패딩,의류,48000
2020-01-05,7:20,(일시불)장수흙침대싱글,가구,1090000
2020-01-05,8:21,정직한농부의석류4박스,농수축,58900
2020-01-05,9:21,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-05,10:21,헤스티지엘레나라쿤양가죽콤비롱코트,의류,298000
2020-01-05,11:21,램프쿡자동회전냄비,주방,99000
2020-01-05,12:21,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-05,13:22,브루마스벨라V앵클부츠,잡화,48000
2020-01-05,14:22,제주갈치+참조기세트,농수축,48900
2020-01-05,15:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-05,16:22,강원도양구간편시래기15팩,농수축,29900
2020-01-05,17:22,IH옛가마솥세트,주방,59000
2020-01-05,18:22,"(상담예약)참좋은여행하문,샤먼",무형,0
2020-01-05,19:22,비버리힐스폴로클럽남성기초세트(골드아이크림+콜라겐아이크림),이미용,38800
2020-01-05,20:02,비버리힐스폴로클럽남성기초세트(골드아이크림+콜라겐아이크림),이미용,38800
2020-01-05,20:22,(무이자)LG전자매직스페이스냉장고,가전,1489000
2020-01-05,21:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-01-05,22:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-01-05,23:22,피시원국내산햇손질문어7팩,농수축,48900
2020-01-06,0:20,컨시크올데이핏아이라이너(블랙X2+브라운X2+브로우펜슬+파우치),이미용,48900
2020-01-06,1:20,코몽트기모터틀넥5종,의류,38900
2020-01-06,2:00,[10%즉시할인]조이앤피스소가죽롱부츠,잡화,97200
2020-01-06,3:20,(일시불)프리미엄오메가큐텐10박스,건강기능,137000
2020-01-06,6:20,크리스티나앤코리버시블패딩,의류,48000
2020-01-06,7:20,벨라홈스마트멀티포트1+1세트,주방,38800
2020-01-06,8:21,오델로여성겨울모자3종,잡화,28800
2020-01-06,9:21,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-06,10:21,에코라믹통주물스톤냄비세트(new),주방,59900
2020-01-06,11:21,영광生모시떡100개(동부기피70개+검정깨30개),농수축,29900
2020-01-06,12:21,AIG참든든한시니어보험(치매보험),무형,0
2020-01-06,13:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-06,14:22,제주바다자연산돔36마리,농수축,38900
2020-01-06,15:22,한일대용량스텐분쇄믹서기,주방,108800
2020-01-06,16:22,영산포숙성홍어회7팩,농수축,28900
2020-01-06,17:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-01-06,18:22,일월품안애온수매트퀸+퀸,생활용품,228000
2020-01-06,19:22,헤스티지엘레나라쿤양가죽콤비롱코트,의류,298000
2020-01-06,20:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-01-06,21:22,삼성화재천만안심건강보험(암보험),무형,0
2020-01-06,22:22,램프쿡자동회전냄비,주방,99000
2020-01-06,23:22,(무이자)선일금고이볼브시리즈EV-040,생활용품,480000
2020-01-07,0:22,(일시불)장수흙침대싱글,가구,1090000
2020-01-07,1:22,교원다드림올인원상조서비스,무형,0
2020-01-07,2:20,(상담예약)슬리미플러스,무형,0
2020-01-07,3:20,컨시크올데이핏아이라이너(블랙X2+브라운X2+브로우펜슬+파우치),이미용,48900
2020-01-07,6:20,안국루테인미니1005박스,건강기능,58000
2020-01-07,7:20,마르엘라로사티에코무스탕1종,의류,78000
2020-01-07,8:21,셀렉프로뚝배기전기밥솥(멀티쿠커),주방,69000
2020-01-07,9:21,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-07,10:21,에트로아르니카멀티백(1I434-8278),잡화,437000
2020-01-07,11:21,(2020)천수봉명인선재전통메주세트,농수축,89900
2020-01-07,12:21,[10%즉시할인]조이앤피스양가죽니트부츠,잡화,61200
2020-01-07,13:22,델키생선구이오븐(DKT-100)(철가마냄비+후라이팬1종),주방,88000
2020-01-07,14:22,배윤자의소곱창전골800gX8팩,농수축,54900
2020-01-07,15:22,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-01-07,16:22,벨라홈스마트멀티포트1+1세트,주방,38800
2020-01-07,17:22,궁중손질새우200미+동태포400g,농수축,39510
2020-01-07,18:22,현대렌탈케어정수기렌탈,무형,0
2020-01-07,19:22,국내산손질통오징어21미,농수축,41900
2020-01-07,20:22,(무이자)쿠첸압력밥솥6인용,주방,148000
2020-01-07,21:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+콜라겐아이크림,이미용,38800
2020-01-07,22:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-07,23:22,넥센타이어렌탈서비스,무형,0
2020-01-08,0:22,교원다드림올인원상조서비스,무형,0
2020-01-08,1:22,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-08,2:20,(무이자)송도순의원터치중탕기홈쿠(시즌2),주방,127000
2020-01-08,3:20,AIG참든든한시니어보험(치매보험),무형,0
2020-01-08,5:20,(무이자)액티브코큐텐6박스/12개월분,건강기능,137000
2020-01-08,6:20,마르시끄속눈썹드라이기+어플리케이터2종+마스카라2종,이미용,58900
2020-01-08,7:20,IH옛가마솥세트,주방,59000
2020-01-08,8:21,헤스티지엘레나라쿤양가죽콤비롱코트,의류,298000
2020-01-08,9:21,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-08,10:21,유귀열의The귀한양념LA갈비5팩+갈비찜2팩,농수축,58900
2020-01-08,11:21,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-01-08,12:21,암블로19F/W남성트레킹화3종,잡화,48800
2020-01-08,13:22,레이프릴오가닉코튼보정팬티12종,속옷,38900
2020-01-08,14:22,정직한농부의석류4박스,농수축,58900
2020-01-08,15:22,매직쉐프삐딱이믹서기,주방,49800
2020-01-08,16:22,램프쿡자동회전냄비,주방,99000
2020-01-08,17:22,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-08,18:22,피시원국내산햇손질문어7팩,농수축,48900
2020-01-08,19:22,에지리스텐큐브프라이팬4종+도마,주방,161000
2020-01-08,20:22,(일시불)국내제조노비타뉴스파비데1+1무료설치,생활용품,388000
2020-01-08,21:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-01-08,22:22,국내산손질햇갑오징어9팩,농수축,48900
2020-01-08,23:22,팔로모매트릭스,무형,0
2020-01-09,0:22,브루마스벨라V앵클부츠,잡화,48000
2020-01-09,1:22,(상담예약)슬리미플러스,무형,0
2020-01-09,2:20,(1만원세일)뉴트리원다이어트구미시즌2총2박스/12주분,건강기능,68000
2020-01-09,3:20,뱅네프생토노레사봉파퓨메1779(135gX16+60gX8)+바디브러쉬,이미용,58000
2020-01-09,4:20,캐리어공기청정기25형(ACAPSF082HRHW)+추가필터,가전,449000
2020-01-09,5:20,몬테밀라노웜기모치마레깅스4종,속옷,58900
2020-01-09,6:20,바로바로무선청소기+필터1개추가,생활용품,88000
2020-01-09,7:20,컨시크컬러마크글로우립스틱6종+마스카라,이미용,38900
2020-01-09,8:21,아르테사노리얼카이만악어토트백,잡화,348000
2020-01-09,9:21,스튜디오럭스밴딩팬츠4종,의류,38000
2020-01-09,10:21,궁중손질새우200미+동태포400g,농수축,39510
2020-01-09,11:21,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-01-09,12:21,반찬명가녹선명장의9첩반상반찬세트+고추비빔장,농수축,29900
2020-01-09,13:22,브루마스벨라V앵클부츠,잡화,48000
2020-01-09,14:22,프리지아안단티노솝베리헤어컬러(본품X2+리필X4)+샴푸,이미용,48800
2020-01-09,15:22,로벤탈가스와이드그릴기본형,주방,98000
2020-01-09,16:22,마르엘라로사티에코무스탕1종,의류,78000
2020-01-09,17:22,삼성화재천만안심건강보험(암보험),무형,0
2020-01-09,18:22,유귀열의The귀한손질민어세트,농수축,48900
2020-01-09,19:22,VONIN보닌남성기초세트X2+토너+에멀전+클렌저X2+쇼핑백X2,이미용,53000
2020-01-09,20:22,넥센타이어렌탈서비스,무형,0
2020-01-09,21:22,(무이자)LG전자매직스페이스냉장고,가전,1489000
2020-01-09,22:22,피시원국내산햇손질문어7팩,농수축,48900
2020-01-09,23:22,현대렌탈케어정수기렌탈,무형,0
2020-01-10,0:22,브루마스커비컴포트앵클,잡화,38000
2020-01-10,1:22,라쉬반프리미엄에디션포머로이드로즈패키지+캐리어,속옷,118000
2020-01-10,2:20,AIG참든든한시니어보험(치매보험),무형,0
2020-01-10,3:20,푸마웜셀퍼치마레깅스3종,속옷,58000
2020-01-10,4:20,프리지아안단티노솝베리헤어컬러(본품X2+리필X4)+샴푸,이미용,48800
2020-01-10,5:20,닥터슈퍼루테인13박스,건강기능,58900
2020-01-10,6:20,레이프릴크로스핏웜란쥬패키지,속옷,58900
2020-01-10,7:20,한일대용량스텐분쇄믹서기,주방,108800
2020-01-10,8:21,(일시불)이너핫발열장갑,생활용품,69000
2020-01-10,9:21,구찌씨마베이직양면울머플러,잡화,379000
2020-01-10,10:21,[10%즉시할인]마르엘라로사티폭스트리밍FAUX무스탕,의류,109800
2020-01-10,11:21,로벤탈파스텔후라이팬핑크총4종,주방,29900
2020-01-10,12:21,현대해상(무)하이콜운전자상해보험,무형,0
2020-01-10,13:22,아르테사노리얼카이만악어토트백,잡화,348000
2020-01-10,14:22,암블로남성용다이얼락트레킹화+패딩슬립온,잡화,38800
2020-01-10,15:22,IH옛가마솥세트,주방,59000
2020-01-10,16:22,오세득본갈비탕10팩,농수축,59900
2020-01-10,17:22,델키생선구이오븐(DKT-100)(철가마냄비+후라이팬1종),주방,88000
2020-01-10,18:22,화산농협해남황토호박고구마7kg특/특,농수축,29610
2020-01-10,19:22,(일시불)국내제조노비타뉴스파비데1+1무료설치,생활용품,388000
2020-01-10,20:22,영산포숙성홍어회7팩,농수축,28900
2020-01-10,21:22,LG전자통돌이세탁기TR14WK1(화이트),가전,429000
2020-01-10,22:22,(무이자)쿠쿠전기밥솥6인용,주방,207000
2020-01-10,23:22,(상담예약)온라인투어상해,무형,0
2020-01-11,0:22,(무이자)삼성4도어냉장고T9000(RF84R9003S8)+공기청정기,가전,2109000
2020-01-11,1:22,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-01-11,2:20,강레오의탕요일5종총11팩,농수축,58900
2020-01-11,3:20,공백세탁조클리너실속형8박스,생활용품,58800
2020-01-11,4:20,녹십자디스크잭허리견인기,생활용품,78000
2020-01-11,6:20,am마카롱보온병세트,주방,59900
2020-01-11,7:20,스튜디오럭스밴딩팬츠4종,의류,38000
2020-01-11,8:21,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-11,9:21,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-01-11,10:21,구찌씨마베이직양면울머플러,잡화,379000
2020-01-11,11:21,[10%즉시할인]제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-01-11,12:21,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-11,13:22,(2020)천수봉명인선재전통메주세트,농수축,89900
2020-01-11,14:22,고칼슘검은콩두유48팩+호두아몬드두유48팩,농수축,29900
2020-01-11,15:22,(무이자)쿠첸압력밥솥10인용,주방,168000
2020-01-11,16:22,김선영정성한끼LA갈비7팩,농수축,58900
2020-01-11,17:22,마르엘라로사티에코무스탕1종,의류,78000
2020-01-11,18:22,(상담예약)온라인투어상해,무형,0
2020-01-11,19:22,램프쿡자동회전냄비,주방,99000
2020-01-11,20:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-11,21:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-01-11,22:22,LG울트라HDTV75UM7100KNB,가전,2290000
2020-01-11,23:22,(상담예약)온라인투어상해,무형,0
2020-01-12,0:22,(일시불)선일금고이볼브시리즈EV-040,생활용품,440000
2020-01-12,1:22,옛날그쥐포110장(11팩),농수축,31900
2020-01-12,2:20,공백세탁조클리너실속형8박스,생활용품,58800
2020-01-12,3:20,벨라홈세균잡는행주티슈17팩,주방,28800
2020-01-12,6:20,벨라홈스마트멀티포트1+1세트,주방,38800
2020-01-12,7:20,코치뉴베네트크로스백,잡화,198000
2020-01-12,8:21,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-01-12,9:21,코몽트덤블플리스자켓2종,의류,38900
2020-01-12,10:21,크리스티나앤코리버시블패딩,의류,38000
2020-01-12,11:21,양구펀치볼시래기16봉,농수축,29900
2020-01-12,12:21,브루마스댄디양가죽앵클,잡화,54300
2020-01-12,13:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-12,14:22,유귀열의The귀한양념LA갈비5팩+갈비찜2팩,농수축,58900
2020-01-12,15:22,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-12,16:22,고창꿀고구마총10kg,농수축,29900
2020-01-12,17:22,(2020)천수봉명인선재전통메주세트,농수축,89900
2020-01-12,18:22,(상담예약)온라인투어상해,무형,0
2020-01-12,19:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+콜라겐아이크림,이미용,38800
2020-01-12,20:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-01-12,21:22,(무이자)LG전자매직스페이스냉장고,가전,1489000
2020-01-12,22:22,국내산손질햇갑오징어9팩,농수축,48900
2020-01-12,23:22,젠트웰남성패딩코트1종,의류,58000
2020-01-13,0:22,루시헨느레이스홀리데이란쥬패키지,속옷,88900
2020-01-13,1:22,[10%즉시할인]프리미엄클린샤워(250mlX10+5mlX20+미스트형노즐+건형노즐),생활용품,44010
2020-01-13,2:00,NNF니트맨투맨2종,의류,48000
2020-01-13,3:20,밸런스핏프로+파크론요가매트,생활용품,336400
2020-01-13,5:20,컨시크올데이핏아이라이너(블랙X2+브라운X2+브로우펜슬+파우치),이미용,48900
2020-01-13,6:20,IH옛가마솥세트,주방,59000
2020-01-13,7:20,[10%즉시할인]제니하우스살롱코드염색제10박스+앰플10종+트리트먼트10종+염색보+라면포트,이미용,71010
2020-01-13,8:21,에트로아르니카멀티백(1I434-8278),잡화,437000
2020-01-13,9:21,NNF남성터틀넥3종,의류,58000
2020-01-13,10:21,네오젠에이지큐어원미닛링클리프트2박스+크림,이미용,58900
2020-01-13,11:21,에코라믹데일리프라이팬1+1세트,주방,49900
2020-01-13,12:21,완벽더블!오모떼모달웜이너웨어3세트+3세트,속옷,48000
2020-01-13,13:22,현대해상(무)하이콜운전자상해보험,무형,0
2020-01-13,14:22,키친플라워참소쿠리세트총48종,주방,38800
2020-01-13,15:22,현대렌탈케어정수기렌탈,무형,0
2020-01-13,16:22,궁중손질새우200미+동태포400g,농수축,39510
2020-01-13,17:22,이종임의맛난갈비찜,농수축,68900
2020-01-13,18:22,램프쿡자동회전냄비,주방,99000
2020-01-13,19:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-13,20:22,(무이자)쿠쿠전기밥솥10인용,주방,217000
2020-01-13,21:22,LG울트라HDTV65UM7900BNA,가전,1540000
2020-01-13,22:22,영산포숙성홍어회7팩,농수축,28900
2020-01-13,23:22,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-14,0:22,넥센타이어렌탈서비스,무형,0
2020-01-14,1:22,아이앤아이퀵래쉬속눈썹세트총14쌍,이미용,58000
2020-01-14,2:20,NNF니트맨투맨2종,의류,48000
2020-01-14,3:20,동양생명실속하나로암보험(체증형),무형,0
2020-01-14,4:20,마르시끄속눈썹드라이기+어플리케이터2종+마스카라2종,이미용,58900
2020-01-14,6:20,(더블세트)스네일픽스멀티선반,주방,78600
2020-01-14,7:20,헤스티지레나폭스퍼후드덕다운롱코트,의류,298000
2020-01-14,8:21,벨라홈스마트멀티포트1+1세트,주방,38800
2020-01-14,9:21,메디아글램카이만엠보소가죽체인숄더백+클러치백+폭스키홀더,잡화,58000
2020-01-14,10:21,[10%즉시할인]조이앤피스양가죽니트부츠,잡화,43200
2020-01-14,11:21,대동모피패션밍크후드롱코트(19FW),의류,689000
2020-01-14,12:21,마리아꾸르끼커트러리4인조,주방,99000
2020-01-14,13:22,(무이자)센스락무선진공포장기+비닐팩총100장,주방,93800
2020-01-14,14:22,한만두299세트(왕교자X3+왕만두X3+김치왕만두X3+새우야끼교자X2+메밀전병),농수축,29900
2020-01-14,15:22,더블모어성초샴푸(1000gX6+300g),이미용,58800
2020-01-14,16:22,임성근의녹용도가니탕풀세트(도가니탕X8+도가니수육X8+양념장+인삼소금),농수축,54900
2020-01-14,17:22,영광生모시떡100개(동부기피70개+검정깨30개),농수축,29900
2020-01-14,18:22,일월품안애온수매트퀸+싱글,생활용품,198000
2020-01-14,19:22,노비타스마트비데+필터(무료설치),생활용품,188000
2020-01-14,20:22,비버리힐스폴로클럽남성기초세트X3+골드아이크림+콜라겐아이크림,이미용,38800
2020-01-14,21:22,(무이자)LG전자매직스페이스냉장고+큐브믹서기,가전,1489000
2020-01-14,22:22,피시원국내산햇손질문어7팩,농수축,48900
2020-01-14,23:22,루시헨느레이스홀리데이란쥬패키지,속옷,88900
2020-01-15,0:22,(상담접수상품)뇌새김영어렌탈,무형,0
2020-01-15,1:22,실크테라피RXPRO탈모샴푸(480mlX5+105mlX4+무료체험분),이미용,58900
2020-01-15,2:20,비트젯스팀스타일러,가전,133000
2020-01-15,3:20,에어로팡팡배관청소기,생활용품,89000
2020-01-15,6:20,(일시불)관절팔팔총6병,건강기능,178000
2020-01-15,7:20,크리스티나앤코기모밴딩팬츠3종,의류,23900
2020-01-15,8:21,니봇무선진공물걸레로봇청소기+뉴헤어드라이어기+물걸레3장,생활용품,239000
2020-01-15,9:21,VONIN보닌남성기초세트X2+토너+에멀전+네이처워시X2+쇼핑백,이미용,53000
2020-01-15,10:21,청정수산완도활전복29~32미,농수축,49900
2020-01-15,11:21,이종임의맛난갈비찜500gX8팩,농수축,68900
2020-01-15,12:21,[10%즉시할인]조이앤피스소가죽롱부츠,잡화,97200
2020-01-15,13:22,참존탑뉴스지이링클기초세트(스킨X2+로션X2+크림X4+에센스X2+쇼핑백X2),이미용,58000
2020-01-15,14:22,코치뉴베네트크로스백,잡화,198000
2020-01-15,15:22,경북사과천안배세트,농수축,45900
2020-01-15,16:22,김선영정성한끼LA갈비7팩,농수축,58900
2020-01-15,17:22,궁중손질새우200미+동태포400g,농수축,39510
2020-01-15,18:22,에지리스텐큐브프라이팬4종+도마,주방,161000
2020-01-15,19:22,푸마스트레치심리스드로즈11종,속옷,88000
2020-01-15,20:22,현대렌탈케어정수기렌탈,무형,0
2020-01-15,21:22,국내산손질햇갑오징어9팩,농수축,48900
2020-01-15,22:22,(무이자)장수클래식흙카우치,가구,1660000
2020-01-15,23:22,제주레드향1.5kgX3박스,농수축,42900
2020-01-16,0:22,삼성화재천만안심건강보험(암보험),무형,0
2020-01-16,1:22,팔레오크릴오일100012박스,건강기능,327000
2020-01-16,2:20,(일시불)엘렌실라&코즈미쑥클렌져300mlX8종,이미용,53100
2020-01-16,3:20,삼성화재행복한파트너주택상해운전자(올케어),무형,0
2020-01-16,5:20,밸런스핏프로+파크론요가매트,생활용품,336400
2020-01-16,6:20,(일시불)엘렌실라&코즈미쑥클렌져300mlX8종,이미용,53100
2020-01-16,7:20,디베이지기모스모킹블라우스4종,의류,38900
2020-01-16,8:21,셰프웨이멀티핸즈IH프라이팬총6종,주방,48900
2020-01-16,9:21,컨시크컬러마크글로우립스틱6종+마스카라,이미용,38900
2020-01-16,10:21,레이프릴오가닉코튼보정팬티12종,속옷,38900
2020-01-16,11:21,(2020)천수봉명인선재전통메주세트,농수축,89900
2020-01-16,12:21,아르테사노리얼카이만악어토트백,잡화,348000
2020-01-16,13:22,NNF남성패딩점퍼,의류,48000
2020-01-16,14:22,(일시불)엘렌실라&코즈미쑥클렌져300mlX8종,이미용,53100
2020-01-16,15:22,한일대용량스텐분쇄믹서기,주방,108800
